location,fips,metric,value,change (avg),growth rate,doubling time (days),severity (change),severity (growth),severity,severity (trend)
"Stevens, Kansas",20189,Confirmed (per 100k),109.389,7.814,0.071429,6.579,5,2,7,1
"Arenac, Michigan",26011,Confirmed (per 100k),107.505,8.639,0.080357,6.502,5,2,7,1
"Dallas, Iowa",19049,Confirmed (per 100k),105.936,8.408,0.079365,4.964,5,2,7,2
"Fauquier, Virginia",51061,Confirmed (per 100k),102.496,7.622,0.074364,6.177,5,2,7,1
"Osceola, Iowa",19143,Confirmed (per 100k),100.705,9.591,0.095238,4.670,5,2,7,1
"Kalamazoo, Michigan",26077,Confirmed (per 100k),100.352,7.330,0.073040,6.849,5,2,7,1
"Dade, Georgia",13083,Confirmed (per 100k),99.280,7.978,0.080357,6.116,5,2,7,-1
"Gilmer, Georgia",13123,Confirmed (per 100k),98.824,9.564,0.096774,4.033,5,2,7,-1
"Abbeville, South Carolina",45001,Confirmed (per 100k),97.851,8.154,0.083333,6.331,5,2,7,0
"Macon, Illinois",17115,Confirmed (per 100k),95.184,7.142,0.075036,6.485,5,2,7,0
"Duplin, North Carolina",37061,Confirmed (per 100k),86.822,6.810,0.078431,5.389,5,2,7,2
"Franklin, Maine",23007,Confirmed (per 100k),86.096,7.569,0.087912,4.106,5,2,7,2
"Webster, Nebraska",31181,Confirmed (per 100k),86.034,8.194,0.095238,4.497,5,2,7,2
"Warren, Mississippi",28149,Confirmed (per 100k),85.939,6.925,0.080586,5.506,5,2,7,1
"Queen Anne's, Maryland",24035,Confirmed (per 100k),85.350,6.805,0.079734,5.683,5,2,7,2
"Colfax, Nebraska",31037,Confirmed (per 100k),84.041,6.670,0.079365,4.913,5,2,7,3
"Montgomery, Illinois",17135,Confirmed (per 100k),80.946,6.033,0.074534,6.868,5,2,7,0
"Edgefield, South Carolina",45037,Confirmed (per 100k),80.704,6.289,0.077922,6.058,5,2,7,0
"Clay, Nebraska",31035,Confirmed (per 100k),80.606,6.909,0.085714,6.810,5,2,7,0
"Elbert, Georgia",13105,Confirmed (per 100k),78.149,5.954,0.076190,5.451,5,2,7,2
"Crenshaw, Alabama",1041,Confirmed (per 100k),72.611,5.187,0.071429,6.301,5,2,7,2
"Hertford, North Carolina",37091,Confirmed (per 100k),71.800,6.034,0.084034,4.983,5,2,7,1
"Drew, Arkansas",5043,Confirmed (per 100k),71.354,5.489,0.076923,4.993,5,2,7,4
"Bleckley, Georgia",13023,Confirmed (per 100k),69.914,5.549,0.079365,6.024,5,2,7,2
"Adams, Idaho",16003,Confirmed (per 100k),69.865,6.654,0.095238,4.844,5,2,7,-1
"Union, South Dakota",46127,Confirmed (per 100k),69.043,5.380,0.077922,5.538,5,2,7,3
"Catoosa, Georgia",13047,Confirmed (per 100k),68.067,5.919,0.086957,5.166,5,2,7,-1
"Hot Springs, Wyoming",56017,Confirmed (per 100k),67.981,6.474,0.095238,4.844,5,2,7,-1
"Lenoir, North Carolina",37107,Confirmed (per 100k),66.132,5.107,0.077220,6.301,5,2,7,1
"Clay, Kansas",20027,Confirmed (per 100k),62.484,5.356,0.085714,6.348,5,2,7,-1
"Murray, Minnesota",27101,Confirmed (per 100k),61.020,5.230,0.085714,5.191,5,2,7,1
"Yuma, Colorado",8125,Confirmed (per 100k),59.886,5.703,0.095238,4.149,5,2,7,1
"Pettis, Missouri",29159,Confirmed (per 100k),59.047,5.061,0.085714,5.191,5,2,7,1
"Grundy, Iowa",19075,Confirmed (per 100k),57.227,5.839,0.102,4.635,5,2,7,-1
"Quay, New Mexico",35037,Confirmed (per 100k),48.467,5.193,0.107,4.497,5,2,7,1
"Shelby, Illinois",17173,Confirmed (per 100k),46.224,3.962,0.085714,3.686,4,3,7,7
"Woods, Oklahoma",40151,Confirmed (per 100k),34.118,4.874,0.143,3.338,4,3,7,-2
"Hamilton, Illinois",17065,Confirmed (per 100k),24.643,3.520,0.143,3.454,4,3,7,-1
"Haskell, Oklahoma",40061,Confirmed (per 100k),23.759,3.394,0.143,3.338,4,3,7,-2
"Dickinson, Iowa",19059,Confirmed (per 100k),23.178,2.483,0.107,3.106,4,3,7,0
"Roosevelt, New Mexico",35041,Confirmed (per 100k),21.622,2.317,0.107,3.338,4,3,7,-2
"Bladen, North Carolina",37017,Confirmed (per 100k),18.336,1.746,0.095238,3.976,4,3,7,2
"Dixon, Nebraska",31051,Confirmed (per 100k),17.743,2.535,0.143,3.106,4,3,7,-2
"Wilkes, North Carolina",37193,Confirmed (per 100k),16.079,1.462,0.090909,3.702,4,3,7,4
"Perry, Illinois",17145,Confirmed (per 100k),14.343,1.366,0.095238,3.802,4,3,7,2
"Mendocino, California",6045,Confirmed (per 100k),12.680,1.153,0.090909,3.702,4,3,7,5
"Chippewa, Minnesota",27023,Confirmed (per 100k),8.475,1.211,0.143,3.106,4,3,7,-2
"Audrain, Missouri",29007,Confirmed (per 100k),3.939,0.563,0.143,2.409,3,4,7,-1
"Louisa, Iowa",19115,Confirmed (per 100k),2347.077,116.512,0.049641,12.004,5,1,6,0
"Tama, Iowa",19171,Confirmed (per 100k),1400.261,97.476,0.069613,8.183,5,1,6,-1
"Calhoun, Georgia",13037,Confirmed (per 100k),1357.247,55.398,0.040816,13.629,5,1,6,1
"Suffolk, Massachusetts",25025,Confirmed (per 100k),1333.985,61.343,0.045985,12.107,5,1,6,0
"Mitchell, Georgia",13205,Confirmed (per 100k),1326.442,56.848,0.042857,13.290,5,1,6,0
"Fairfield, Connecticut",9001,Confirmed (per 100k),1084.136,46.658,0.043037,13.533,5,1,6,0
"Minnehaha, South Dakota",46099,Confirmed (per 100k),883.842,40.682,0.046029,12.770,5,1,6,0
"Essex, Massachusetts",25009,Confirmed (per 100k),867.010,40.864,0.047132,11.807,5,1,6,0
"Mercer, New Jersey",34021,Confirmed (per 100k),839.888,37.442,0.044579,13.120,5,1,6,0
"Sullivan, New York",36105,Confirmed (per 100k),832.538,36.173,0.043449,13.942,5,1,6,1
"Plymouth, Massachusetts",25023,Confirmed (per 100k),798.155,43.389,0.054361,9.430,5,1,6,1
"Morgan, Colorado",8087,Confirmed (per 100k),798.129,54.060,0.067734,7.695,5,1,6,-1
"Dooly, Georgia",13093,Confirmed (per 100k),791.636,42.676,0.053908,9.076,5,1,6,1
"Wilcox, Georgia",13315,Confirmed (per 100k),787.493,52.941,0.067227,7.338,5,1,6,0
"Butler, Kentucky",21031,Confirmed (per 100k),760.929,52.134,0.068513,7.951,5,1,6,-1
"Middlesex, Massachusetts",25017,Confirmed (per 100k),724.763,34.897,0.048149,11.603,5,1,6,0
"Providence, Rhode Island",44007,Confirmed (per 100k),720.422,42.482,0.058968,9.117,5,1,6,-1
"Scott, Mississippi",28123,Confirmed (per 100k),711.136,50.795,0.071429,7.148,5,1,6,0
"Norfolk, Massachusetts",25021,Confirmed (per 100k),704.467,29.915,0.042464,13.247,5,1,6,1
"Harrisonburg, Virginia",51660,Confirmed (per 100k),669.609,37.994,0.056740,9.501,5,1,6,-1
"Hampden, Massachusetts",25013,Confirmed (per 100k),656.129,28.365,0.043231,13.150,5,1,6,0
"Tallapoosa, Alabama",1123,Confirmed (per 100k),646.568,35.743,0.055282,10.314,5,1,6,0
"Muscatine, Iowa",19139,Confirmed (per 100k),632.852,35.828,0.056614,9.969,5,1,6,0
"Sussex, Delaware",10005,Confirmed (per 100k),595.154,35.558,0.059746,9.225,5,1,6,0
"West Feliciana, Louisiana",22125,Confirmed (per 100k),571.686,26.611,0.046549,13.083,5,1,6,0
"Berks, Pennsylvania",42011,Confirmed (per 100k),555.366,27.204,0.048983,11.922,5,1,6,0
"Camden, New Jersey",34007,Confirmed (per 100k),542.973,26.599,0.048987,11.884,5,1,6,0
"Greene, Alabama",1063,Confirmed (per 100k),542.473,35.226,0.064935,8.209,5,1,6,-1
"Holmes, Mississippi",28051,Confirmed (per 100k),540.858,31.914,0.059006,8.587,5,1,6,0
"Franklin, Louisiana",22041,Confirmed (per 100k),539.595,29.264,0.054233,10.469,5,1,6,0
"Cook, Illinois",17031,Confirmed (per 100k),536.209,22.815,0.042548,13.549,5,1,6,0
"Macon, Georgia",13193,Confirmed (per 100k),517.494,22.068,0.042644,13.375,5,1,6,1
"Hartford, Connecticut",9003,Confirmed (per 100k),512.493,24.912,0.048609,11.829,5,1,6,0
"Worcester, Massachusetts",25027,Confirmed (per 100k),508.896,25.145,0.049410,10.987,5,1,6,0
"Hall, Georgia",13139,Confirmed (per 100k),499.900,32.074,0.064160,8.018,5,1,6,-1
"District of Columbia, District of Columbia",11001,Confirmed (per 100k),499.894,21.294,0.042598,13.869,5,1,6,0
"Prince George's, Maryland",24033,Confirmed (per 100k),484.204,22.576,0.046624,12.308,5,1,6,0
"Clarendon, South Carolina",45027,Confirmed (per 100k),483.035,24.131,0.049956,10.752,5,1,6,0
"Bristol, Massachusetts",25005,Confirmed (per 100k),477.162,26.235,0.054982,8.863,5,1,6,1
"Burlington, New Jersey",34005,Confirmed (per 100k),461.211,22.069,0.047851,12.115,5,1,6,0
"Litchfield, Connecticut",9005,Confirmed (per 100k),448.060,18.933,0.042256,13.444,5,1,6,1
"Leflore, Mississippi",28083,Confirmed (per 100k),439.982,27.372,0.062212,9.096,5,1,6,0
"Washington, Oklahoma",40147,Confirmed (per 100k),419.198,25.507,0.060847,8.908,5,1,6,0
"Marion, Georgia",13197,Confirmed (per 100k),418.710,18.799,0.044898,13.135,5,1,6,0
"Adair, Kentucky",21001,Confirmed (per 100k),416.623,26.039,0.062500,7.788,5,1,6,1
"Sumter, Alabama",1119,Confirmed (per 100k),410.397,20.692,0.050420,11.164,5,1,6,0
"Teton, Wyoming",56039,Confirmed (per 100k),404.876,20.700,0.051128,11.046,5,1,6,0
"Yazoo, Mississippi",28163,Confirmed (per 100k),394.072,17.322,0.043956,13.205,5,1,6,0
"Bucks, Pennsylvania",42017,Confirmed (per 100k),392.984,20.987,0.053405,10.318,5,1,6,0
"Lake, Illinois",17097,Confirmed (per 100k),390.074,16.469,0.042221,13.785,5,1,6,1
"Columbia, Pennsylvania",42037,Confirmed (per 100k),387.907,18.912,0.048753,12.183,5,1,6,0
"Adams, Nebraska",31001,Confirmed (per 100k),382.616,25.052,0.065476,8.698,5,1,6,0
"Hopkins, Kentucky",21107,Confirmed (per 100k),380.432,21.100,0.055462,9.658,5,1,6,0
"Baldwin, Georgia",13009,Confirmed (per 100k),376.476,19.094,0.050719,10.809,5,1,6,0
"Lowndes, Alabama",1085,Confirmed (per 100k),370.142,16.157,0.043651,13.513,5,1,6,1
"Allamakee, Iowa",19005,Confirmed (per 100k),365.310,24.006,0.065714,8.539,5,1,6,0
"Colquitt, Georgia",13071,Confirmed (per 100k),361.842,15.664,0.043290,13.874,5,1,6,0
"Lauderdale, Mississippi",28075,Confirmed (per 100k),361.551,16.767,0.046375,12.366,5,1,6,0
"Smith, Mississippi",28129,Confirmed (per 100k),345.564,15.259,0.044156,13.513,5,1,6,0
"Shelby, Indiana",18145,Confirmed (per 100k),344.296,18.205,0.052876,10.095,5,1,6,0
"Alexandria, Virginia",51510,Confirmed (per 100k),343.102,20.251,0.059023,9.319,5,1,6,0
"Hendricks, Indiana",18063,Confirmed (per 100k),341.728,14.679,0.042955,13.834,5,1,6,0
"Otsego, Michigan",26137,Confirmed (per 100k),340.522,22.586,0.066327,8.891,5,1,6,-1
"Shelby, Texas",48419,Confirmed (per 100k),340.271,18.653,0.054817,9.921,5,1,6,0
"Adams, Mississippi",28001,Confirmed (per 100k),338.839,14.429,0.042582,13.692,5,1,6,0
"San Juan, New Mexico",35045,Confirmed (per 100k),338.824,22.012,0.064966,7.886,5,1,6,0
