location,fips,metric,value,change (avg),growth rate,doubling time (days),severity (change),severity (growth),severity,severity (trend)
"Missaukee, Michigan",26113,Confirmed (per 100k),99.219,11.339,0.114,3.570,5,3,8,0
"Murray, Minnesota",27101,Confirmed (per 100k),97.632,8.717,0.089286,3.663,5,3,8,1
"East Carroll, Louisiana",22035,Confirmed (per 100k),87.451,10.411,0.119,3.106,5,3,8,-1
"Presque Isle, Michigan",26141,Confirmed (per 100k),79.416,9.076,0.114,3.367,5,3,8,-1
"Sheridan, Kansas",20179,Confirmed (per 100k),79.334,11.333,0.143,3.454,5,3,8,-1
"Williams, Ohio",39171,Confirmed (per 100k),76.311,8.176,0.107,3.570,5,3,8,-1
"Jackson, Minnesota",27063,Confirmed (per 100k),71.095,7.255,0.102,3.385,5,3,8,-1
"Robeson, North Carolina",37155,Confirmed (per 100k),70.431,7.656,0.109,3.206,5,3,8,1
"Crockett, Tennessee",47033,Confirmed (per 100k),49.192,7.027,0.143,3.802,5,3,8,-1
"Cimarron, Oklahoma",40025,Confirmed (per 100k),46.795,6.685,0.143,3.106,5,3,8,-2
"Gonzales, Texas",48177,Confirmed (per 100k),38.393,4.114,0.107,2.526,4,4,8,2
"Gray, Kansas",20069,Confirmed (per 100k),33.400,4.771,0.143,2.758,4,4,8,1
"Roosevelt, New Mexico",35041,Confirmed (per 100k),32.432,3.861,0.119,2.549,4,4,8,1
"Dickinson, Iowa",19059,Confirmed (per 100k),28.972,3.311,0.114,2.932,4,4,8,1
"Butler, Iowa",19023,Confirmed (per 100k),27.703,2.968,0.107,2.874,4,4,8,4
"Wilkes, North Carolina",37193,Confirmed (per 100k),26.311,2.923,0.111,2.360,4,4,8,3
"Hardin, Illinois",17069,Confirmed (per 100k),26.171,3.739,0.143,2.409,4,4,8,-1
"Jefferson, Oregon",41031,Confirmed (per 100k),20.277,2.317,0.114,2.060,4,4,8,3
"Fillmore, Nebraska",31059,Confirmed (per 100k),18.308,2.615,0.143,2.409,4,4,8,-1
"Lander, Nevada",32015,Confirmed (per 100k),18.077,2.582,0.143,2.409,4,4,8,-1
"Cherokee, Iowa",19035,Confirmed (per 100k),17.802,2.543,0.143,2.060,4,4,8,-1
"Chippewa, Minnesota",27023,Confirmed (per 100k),16.949,2.421,0.143,2.060,4,4,8,1
"Frio, Texas",48163,Confirmed (per 100k),14.774,1.407,0.095238,2.758,4,4,8,8
"Brooks, Texas",48047,Confirmed (per 100k),14.098,2.014,0.143,2.409,4,4,8,-1
"Marion, Missouri",29127,Confirmed (per 100k),14.020,2.003,0.143,2.932,4,4,8,-1
"Patrick, Virginia",51141,Confirmed (per 100k),11.358,1.623,0.143,2.060,4,4,8,-1
"Howard, Texas",48227,Confirmed (per 100k),10.910,1.169,0.107,2.874,4,4,8,3
"Pickaway, Ohio",39129,Confirmed (per 100k),2843.115,332.357,0.117,4.742,5,2,7,-1
"McKinley, New Mexico",35031,Confirmed (per 100k),992.055,70.461,0.071025,6.803,5,2,7,0
"Scott, Mississippi",28123,Confirmed (per 100k),853.364,68.066,0.079762,5.937,5,2,7,1
"Leake, Mississippi",28079,Confirmed (per 100k),653.910,53.291,0.081496,5.950,5,2,7,0
"Saline, Missouri",29195,Confirmed (per 100k),628.268,52.094,0.082917,5.550,5,2,7,0
"Lyon, Kansas",20111,Confirmed (per 100k),530.200,51.213,0.096591,4.794,5,2,7,-1
"Butts, Georgia",13035,Confirmed (per 100k),505.294,48.696,0.096372,5.420,5,2,7,-1
"Hamilton, Nebraska",31081,Confirmed (per 100k),493.350,45.964,0.093168,4.126,5,2,7,0
"Attala, Mississippi",28007,Confirmed (per 100k),440.189,36.158,0.082143,5.523,5,2,7,0
"Jasper, Illinois",17079,Confirmed (per 100k),437.045,52.029,0.119,4.298,5,2,7,-2
"Noxubee, Mississippi",28103,Confirmed (per 100k),431.986,34.285,0.079365,5.219,5,2,7,1
"Trousdale, Tennessee",47169,Confirmed (per 100k),416.519,34.182,0.082067,4.599,5,2,7,2
"Kemper, Mississippi",28069,Confirmed (per 100k),410.593,33.727,0.082143,5.251,5,2,7,1
"Neshoba, Mississippi",28099,Confirmed (per 100k),408.682,31.399,0.076831,6.666,5,2,7,0
"Jackson, West Virginia",54035,Confirmed (per 100k),405.935,36.494,0.089901,6.759,5,2,7,0
"Gosper, Nebraska",31073,Confirmed (per 100k),402.010,35.894,0.089286,6.301,5,2,7,-1
"Habersham, Georgia",13137,Confirmed (per 100k),375.044,30.886,0.082353,5.970,5,2,7,0
"Emporia, Virginia",51595,Confirmed (per 100k),336.700,26.722,0.079365,6.371,5,2,7,0
"Bedford, Tennessee",47003,Confirmed (per 100k),301.732,29.311,0.097143,4.912,5,2,7,-1
"Appling, Georgia",13001,Confirmed (per 100k),293.702,27.972,0.095238,4.747,5,2,7,-1
"Graves, Kentucky",21083,Confirmed (per 100k),292.492,26.067,0.089122,5.232,5,2,7,0
"Orange, Indiana",18117,Confirmed (per 100k),290.135,23.269,0.080201,5.885,5,2,7,1
"Washington, Texas",48477,Confirmed (per 100k),287.052,21.101,0.073509,6.330,5,2,7,1
"Chatham, North Carolina",37037,Confirmed (per 100k),283.336,21.101,0.074475,6.314,5,2,7,1
"Newton, Mississippi",28101,Confirmed (per 100k),275.954,25.149,0.091133,4.797,5,2,7,0
"San Juan, Utah",49037,Confirmed (per 100k),261.301,20.531,0.078571,6.989,5,2,7,0
"Sussex, Virginia",51183,Confirmed (per 100k),250.919,21.763,0.086735,5.762,5,2,7,0
"Potter, Texas",48375,Confirmed (per 100k),238.470,20.684,0.086735,4.991,5,2,7,0
"Lawrence, Mississippi",28077,Confirmed (per 100k),238.360,18.161,0.076190,6.405,5,2,7,0
"Walker, Texas",48471,Confirmed (per 100k),224.747,18.794,0.083624,5.661,5,2,7,0
"Clinton, Illinois",17027,Confirmed (per 100k),218.306,14.452,0.066202,6.780,5,2,7,3
"Bertie, North Carolina",37015,Confirmed (per 100k),211.115,15.080,0.071429,6.648,5,2,7,1
"Jasper, Iowa",19099,Confirmed (per 100k),209.762,17.288,0.082418,5.654,5,2,7,0
"Hancock, Georgia",13141,Confirmed (per 100k),201.017,18.581,0.092437,5.002,5,2,7,0
"Claiborne, Mississippi",28021,Confirmed (per 100k),200.267,15.894,0.079365,5.538,5,2,7,1
"Jefferson Davis, Mississippi",28065,Confirmed (per 100k),197.699,17.973,0.090909,4.397,5,2,7,1
"Lake, Colorado",8065,Confirmed (per 100k),196.875,14.062,0.071429,5.798,5,2,7,1
"Orleans, New York",36073,Confirmed (per 100k),185.864,14.515,0.078095,6.071,5,2,7,1
"Washington, New York",36115,Confirmed (per 100k),184.628,15.172,0.082174,5.234,5,2,7,1
"Culpeper, Virginia",51047,Confirmed (per 100k),180.591,15.208,0.084211,5.848,5,2,7,0
"Turner, South Dakota",46125,Confirmed (per 100k),178.912,17.039,0.095238,4.358,5,2,7,-1
"Falls Church, Virginia",51610,Confirmed (per 100k),177.875,23.456,0.132,4.004,5,2,7,-2
"Clay, Minnesota",27027,Confirmed (per 100k),175.952,14.459,0.082174,5.629,5,2,7,1
"Telfair, Georgia",13271,Confirmed (per 100k),163.934,10.809,0.065934,6.926,5,2,7,3
"Prince Edward, Virginia",51147,Confirmed (per 100k),162.266,12.530,0.077220,5.607,5,2,7,0
"Gray, Texas",48179,Confirmed (per 100k),159.920,11.749,0.073469,6.193,5,2,7,1
"Ohio, Kentucky",21183,Confirmed (per 100k),158.373,14.885,0.093985,4.469,5,2,7,-1
"Williamsburg, South Carolina",45089,Confirmed (per 100k),148.182,11.760,0.079365,5.635,5,2,7,1
"Tioga, New York",36107,Confirmed (per 100k),147.294,12.151,0.082495,4.581,5,2,7,2
"Simpson, Mississippi",28127,Confirmed (per 100k),142.546,12.861,0.090226,6.001,5,2,7,0
"Desha, Arkansas",5041,Confirmed (per 100k),140.833,12.574,0.089286,4.913,5,2,7,0
"Warren, Kentucky",21227,Confirmed (per 100k),138.454,10.427,0.075311,6.214,5,2,7,1
"Saluda, South Carolina",45081,Confirmed (per 100k),136.765,12.560,0.091837,4.419,5,2,7,0
"Polk, Iowa",19153,Confirmed (per 100k),134.650,10.696,0.079437,5.866,5,2,7,1
"Boone, Illinois",17007,Confirmed (per 100k),132.601,11.206,0.084507,4.993,5,2,7,0
"Miami, Indiana",18103,Confirmed (per 100k),118.257,8.045,0.068027,6.856,5,2,7,2
"Osceola, Iowa",19143,Confirmed (per 100k),117.489,9.591,0.081633,5.364,5,2,7,-1
"Iosco, Michigan",26069,Confirmed (per 100k),115.414,10.234,0.088670,4.767,5,2,7,-1
"Dillon, South Carolina",45033,Confirmed (per 100k),114.833,8.437,0.073469,6.733,5,2,7,0
"Jefferson, Mississippi",28063,Confirmed (per 100k),114.449,8.175,0.071429,6.926,5,2,7,2
"Fulton, New York",36035,Confirmed (per 100k),114.269,9.099,0.079625,4.251,5,2,7,3
"Union, Georgia",13291,Confirmed (per 100k),114.234,10.491,0.091837,5.191,5,2,7,0
"Fauquier, Virginia",51061,Confirmed (per 100k),112.325,8.826,0.078571,5.980,5,2,7,0
"Norman, Minnesota",27107,Confirmed (per 100k),109.804,11.204,0.102,5.191,5,2,7,-1
"Fairfax City, Virginia",51600,Confirmed (per 100k),108.248,13.680,0.126,4.376,5,2,7,-2
"Edmonson, Kentucky",21061,Confirmed (per 100k),106.996,7.055,0.065934,6.463,5,2,7,7
"Armstrong, Texas",48011,Confirmed (per 100k),105.988,7.571,0.071429,5.191,5,2,7,7
"Seneca, New York",36099,Confirmed (per 100k),105.833,7.559,0.071429,5.191,5,2,7,7
"Duplin, North Carolina",37061,Confirmed (per 100k),103.846,9.242,0.088993,4.570,5,2,7,2
"Queen Anne's, Maryland",24035,Confirmed (per 100k),103.214,7.940,0.076923,5.513,5,2,7,2
"Warren, Mississippi",28149,Confirmed (per 100k),99.160,8.499,0.085714,5.114,5,2,7,0
"Twiggs, Georgia",13289,Confirmed (per 100k),98.522,7.037,0.071429,6.405,5,2,7,2
"Marion, South Carolina",45067,Confirmed (per 100k),94.595,6.990,0.073892,6.209,5,2,7,2
"Rock, Wisconsin",55105,Confirmed (per 100k),92.437,7.259,0.078524,5.433,5,2,7,2
"Harnett, North Carolina",37085,Confirmed (per 100k),87.515,6.724,0.076831,5.245,5,2,7,2
"Marshall, Kentucky",21157,Confirmed (per 100k),86.817,6.890,0.079365,5.885,5,2,7,1
"Franklin, Maine",23007,Confirmed (per 100k),86.096,7.096,0.082418,5.098,5,2,7,2
"Webster, Nebraska",31181,Confirmed (per 100k),86.034,8.194,0.095238,5.191,5,2,7,2
"Walker, Georgia",13295,Confirmed (per 100k),84.574,9.420,0.111,4.134,5,2,7,-2
"Edgefield, South Carolina",45037,Confirmed (per 100k),84.373,6.289,0.074534,6.752,5,2,7,0
"Colfax, Nebraska",31037,Confirmed (per 100k),84.041,6.670,0.079365,5.607,5,2,7,2
"Lenoir, North Carolina",37107,Confirmed (per 100k),84.005,7.405,0.088146,4.928,5,2,7,1
"Elbert, Georgia",13105,Confirmed (per 100k),83.359,6.699,0.080357,5.499,5,2,7,0
"Hoke, North Carolina",37093,Confirmed (per 100k),83.282,5.949,0.071429,6.307,5,2,7,2
"Richmond, North Carolina",37153,Confirmed (per 100k),80.305,5.736,0.071429,6.386,5,2,7,2
"Hamilton, Kansas",20075,Confirmed (per 100k),78.771,5.627,0.071429,5.191,5,2,7,7
"Union, South Dakota",46127,Confirmed (per 100k),75.320,6.277,0.083333,5.389,5,2,7,2
"White, Indiana",18181,Confirmed (per 100k),74.683,7.113,0.095238,4.149,5,2,7,1
"Jeff Davis, Georgia",13161,Confirmed (per 100k),72.775,5.671,0.077922,6.232,5,2,7,1
"Drew, Arkansas",5043,Confirmed (per 100k),71.354,5.489,0.076923,5.687,5,2,7,2
"Martin, North Carolina",37117,Confirmed (per 100k),71.301,5.093,0.071429,6.666,5,2,7,2
"Adams, Idaho",16003,Confirmed (per 100k),69.865,6.654,0.095238,5.538,5,2,7,0
"Catoosa, Georgia",13047,Confirmed (per 100k),68.067,5.708,0.083851,6.065,5,2,7,0
"Hot Springs, Wyoming",56017,Confirmed (per 100k),67.981,6.474,0.095238,5.538,5,2,7,0
"Barnwell, South Carolina",45011,Confirmed (per 100k),67.095,6.162,0.091837,4.188,5,2,7,1
"Caswell, North Carolina",37033,Confirmed (per 100k),66.360,5.056,0.076190,6.319,5,2,7,1
"Beaufort, North Carolina",37013,Confirmed (per 100k),65.966,5.168,0.078341,4.660,5,2,7,4
"Grundy, Iowa",19075,Confirmed (per 100k),65.402,7.007,0.107,4.497,5,2,7,-1
"Winneshiek, Iowa",19191,Confirmed (per 100k),60.027,5.002,0.083333,5.488,5,2,7,2
"Yuma, Colorado",8125,Confirmed (per 100k),59.886,5.703,0.095238,4.844,5,2,7,1
"Sherman, Kansas",20181,Confirmed (per 100k),50.701,4.829,0.095238,3.454,4,3,7,7
"Hamilton, Iowa",19079,Confirmed (per 100k),47.384,4.835,0.102,3.106,4,3,7,3
"Hocking, Ohio",39073,Confirmed (per 100k),38.919,3.538,0.090909,3.603,4,3,7,4
"Seward, Nebraska",31159,Confirmed (per 100k),34.714,4.133,0.119,3.663,4,3,7,-1
"Bladen, North Carolina",37017,Confirmed (per 100k),21.392,2.183,0.102,3.802,4,3,7,1
"Meade, Kentucky",21163,Confirmed (per 100k),21.000,2.000,0.095238,3.976,4,3,7,3
"Radford, Virginia",51750,Confirmed (per 100k),16.439,1.566,0.095238,3.802,4,3,7,2
"Lea, New Mexico",35025,Confirmed (per 100k),14.071,1.608,0.114,3.019,4,3,7,-1
"Menominee, Michigan",26109,Confirmed (per 100k),13.169,1.254,0.095238,3.454,4,3,7,2
"White, Illinois",17193,Confirmed (per 100k),7.387,1.055,0.143,3.106,4,3,7,-2
"Pennington, Minnesota",27113,Confirmed (per 100k),7.083,1.012,0.143,3.106,4,3,7,-2
"Marion, Ohio",39101,Confirmed (per 100k),3336.764,260.945,0.078203,8.205,5,1,6,-2
"Louisa, Iowa",19115,Confirmed (per 100k),2365.202,108.745,0.045977,13.579,5,1,6,0
"Tama, Iowa",19171,Confirmed (per 100k),1548.594,116.971,0.075534,7.453,5,1,6,0
"Suffolk, Massachusetts",25025,Confirmed (per 100k),1395.435,62.587,0.044851,12.552,5,1,6,0
"Calhoun, Georgia",13037,Confirmed (per 100k),1389.562,60.014,0.043189,13.247,5,1,6,0
"Iberville, Louisiana",22047,Confirmed (per 100k),1331.857,71.624,0.053778,9.030,5,1,6,1
"Hall, Nebraska",31079,Confirmed (per 100k),1299.040,91.741,0.070622,7.227,5,1,6,-1
"Moore, Texas",48341,Confirmed (per 100k),916.905,63.447,0.069196,7.683,5,1,6,-1
"Essex, Massachusetts",25009,Confirmed (per 100k),914.029,41.606,0.045519,12.283,5,1,6,0
"Mercer, New Jersey",34021,Confirmed (per 100k),883.161,40.047,0.045344,12.937,5,1,6,0
"Morgan, Colorado",8087,Confirmed (per 100k),856.612,56.026,0.065404,8.106,5,1,6,-1
"Plymouth, Massachusetts",25023,Confirmed (per 100k),840.365,46.376,0.055186,9.493,5,1,6,0
"Dooly, Georgia",13093,Confirmed (per 100k),806.572,41.609,0.051587,10.011,5,1,6,1
"Butler, Kentucky",21031,Confirmed (per 100k),799.752,45.478,0.056865,9.861,5,1,6,-1
"Wilcox, Georgia",13315,Confirmed (per 100k),787.493,46.323,0.058824,9.130,5,1,6,0
"Providence, Rhode Island",44007,Confirmed (per 100k),769.410,49.480,0.064309,8.470,5,1,6,-1
"Middlesex, Massachusetts",25017,Confirmed (per 100k),760.254,35.065,0.046123,12.239,5,1,6,0
"Norfolk, Massachusetts",25021,Confirmed (per 100k),731.775,30.582,0.041791,13.644,5,1,6,1
"Harrisonburg, Virginia",51660,Confirmed (per 100k),697.903,36.916,0.052896,10.482,5,1,6,-1
"Hampden, Massachusetts",25013,Confirmed (per 100k),692.366,29.866,0.043136,13.165,5,1,6,0
"Muscatine, Iowa",19139,Confirmed (per 100k),691.449,39.846,0.057627,9.621,5,1,6,0
"Tallapoosa, Alabama",1123,Confirmed (per 100k),646.568,29.019,0.044882,13.480,5,1,6,0
"Sussex, Delaware",10005,Confirmed (per 100k),636.140,36.839,0.057910,9.585,5,1,6,0
"Holmes, Mississippi",28051,Confirmed (per 100k),587.889,35.273,0.060000,8.429,5,1,6,0
"Camden, New Jersey",34007,Confirmed (per 100k),566.666,26.852,0.047387,12.462,5,1,6,0
"Franklin, Louisiana",22041,Confirmed (per 100k),564.577,24.981,0.044248,13.018,5,1,6,0
"Cook, Illinois",17031,Confirmed (per 100k),564.207,24.029,0.042590,13.539,5,1,6,0
"Greene, Alabama",1063,Confirmed (per 100k),542.473,26.419,0.048701,11.757,5,1,6,0
"Worcester, Massachusetts",25027,Confirmed (per 100k),536.947,25.936,0.048302,11.334,5,1,6,0
"Hartford, Connecticut",9003,Confirmed (per 100k),533.912,25.072,0.046959,12.444,5,1,6,0
"Prince George's, Maryland",24033,Confirmed (per 100k),527.313,25.686,0.048711,11.468,5,1,6,0
"Macon, Georgia",13193,Confirmed (per 100k),525.218,23.171,0.044118,13.414,5,1,6,0
"Clarendon, South Carolina",45027,Confirmed (per 100k),509.705,26.671,0.052326,10.388,5,1,6,0
"Hall, Georgia",13139,Confirmed (per 100k),504.791,29.698,0.058832,9.381,5,1,6,-1
"Wayne, North Carolina",37191,Confirmed (per 100k),501.904,27.845,0.055479,11.257,5,1,6,-1
"Bristol, Massachusetts",25005,Confirmed (per 100k),500.516,28.586,0.057113,8.798,5,1,6,1
"Burlington, New Jersey",34005,Confirmed (per 100k),483.441,22.358,0.046248,12.647,5,1,6,0
"Leflore, Mississippi",28083,Confirmed (per 100k),464.819,28.386,0.061069,9.452,5,1,6,0
"Marion, Georgia",13197,Confirmed (per 100k),454.600,20.508,0.045113,12.705,5,1,6,0
"Weld, Colorado",8123,Confirmed (per 100k),440.689,19.547,0.044356,13.059,5,1,6,1
"Apache, Arizona",4001,Confirmed (per 100k),436.797,28.815,0.065969,7.866,5,1,6,-1
"Adair, Kentucky",21001,Confirmed (per 100k),432.247,26.783,0.061962,8.255,5,1,6,1
"Washington, Oklahoma",40147,Confirmed (per 100k),430.842,27.170,0.063063,9.035,5,1,6,0
"Sumter, Alabama",1119,Confirmed (per 100k),410.397,18.393,0.044818,13.297,5,1,6,0
"Allamakee, Iowa",19005,Confirmed (per 100k),409.147,22.962,0.056122,9.637,5,1,6,0
"Teton, Wyoming",56039,Confirmed (per 100k),404.876,20.092,0.049624,12.085,5,1,6,0
"Bucks, Pennsylvania",42017,Confirmed (per 100k),404.444,19.373,0.047900,11.901,5,1,6,0
"Baldwin, Georgia",13009,Confirmed (per 100k),400.980,22.595,0.056349,9.773,5,1,6,0
"Adams, Nebraska",31001,Confirmed (per 100k),398.559,18.220,0.045714,12.785,5,1,6,0
"Shelby, Indiana",18145,Confirmed (per 100k),393.481,24.593,0.062500,8.074,5,1,6,0
"Hopkins, Kentucky",21107,Confirmed (per 100k),389.384,20.780,0.053366,10.505,5,1,6,0
"Lauderdale, Mississippi",28075,Confirmed (per 100k),383.137,18.116,0.047284,12.112,5,1,6,0
"Manassas, Virginia",51683,Confirmed (per 100k),374.833,25.035,0.066790,7.677,5,1,6,0
"Moniteau, Missouri",29135,Confirmed (per 100k),365.733,20.368,0.055690,10.710,5,1,6,-1
"Smith, Mississippi",28129,Confirmed (per 100k),364.413,17.054,0.046798,12.747,5,1,6,0
"Sherman, Texas",48421,Confirmed (per 100k),363.997,18.909,0.051948,10.393,5,1,6,-2
"Alexandria, Virginia",51510,Confirmed (per 100k),360.664,19.803,0.054907,10.232,5,1,6,0
"Adams, Mississippi",28001,Confirmed (per 100k),355.130,16.756,0.047182,12.435,5,1,6,0
"San Juan, New Mexico",35045,Confirmed (per 100k),350.925,20.168,0.057471,9.333,5,1,6,0
"Monroe, Mississippi",28095,Confirmed (per 100k),348.916,24.720,0.070848,7.443,5,1,6,-1
"Denver, Colorado",8031,Confirmed (per 100k),341.992,16.717,0.048883,11.613,5,1,6,0
"Otsego, Michigan",26137,Confirmed (per 100k),340.522,17.374,0.051020,12.358,5,1,6,0
"Shelby, Texas",48419,Confirmed (per 100k),340.271,14.696,0.043189,13.380,5,1,6,0
"Cumberland, New Jersey",34011,Confirmed (per 100k),337.063,22.165,0.065760,7.960,5,1,6,0
