Region,FIPS,Metric,Date,Value
Delaware,,Deaths (growth),2020-04-19T04:00:00Z,0.097701
Delaware,,Deaths (growth),2020-04-20T04:00:00Z,0.084211
Delaware,,Deaths (predicted total),2020-04-11T04:00:00Z,10
Delaware,,Deaths (predicted total),2020-04-12T04:00:00Z,12
Delaware,,Deaths (predicted total),2020-04-13T04:00:00Z,12
Delaware,,Deaths (predicted total),2020-04-14T04:00:00Z,13
Delaware,,Deaths (predicted total),2020-04-15T04:00:00Z,15
Delaware,,Deaths (predicted total),2020-04-16T04:00:00Z,16
Delaware,,Deaths (predicted total),2020-04-17T04:00:00Z,16
Delaware,,Deaths (predicted total),2020-04-18T04:00:00Z,18
Delaware,,Deaths (predicted total),2020-04-19T04:00:00Z,125
Delaware,,Deaths (predicted total),2020-04-20T04:00:00Z,121
Delaware,,"Deaths (predicted total, min)",2020-04-11T04:00:00Z,5
Delaware,,"Deaths (predicted total, min)",2020-04-12T04:00:00Z,7
Delaware,,"Deaths (predicted total, min)",2020-04-13T04:00:00Z,8
Delaware,,"Deaths (predicted total, min)",2020-04-14T04:00:00Z,9
Delaware,,"Deaths (predicted total, min)",2020-04-15T04:00:00Z,12
Delaware,,"Deaths (predicted total, min)",2020-04-16T04:00:00Z,13
Delaware,,"Deaths (predicted total, min)",2020-04-17T04:00:00Z,13
Delaware,,"Deaths (predicted total, min)",2020-04-18T04:00:00Z,13
Delaware,,"Deaths (predicted total, min)",2020-04-19T04:00:00Z,89
Delaware,,"Deaths (predicted total, min)",2020-04-20T04:00:00Z,88
Delaware,,"Deaths (predicted total, max)",2020-04-11T04:00:00Z,73
Delaware,,"Deaths (predicted total, max)",2020-04-12T04:00:00Z,38
Delaware,,"Deaths (predicted total, max)",2020-04-13T04:00:00Z,26
Delaware,,"Deaths (predicted total, max)",2020-04-14T04:00:00Z,22
Delaware,,"Deaths (predicted total, max)",2020-04-15T04:00:00Z,20
Delaware,,"Deaths (predicted total, max)",2020-04-16T04:00:00Z,20
Delaware,,"Deaths (predicted total, max)",2020-04-17T04:00:00Z,21
Delaware,,"Deaths (predicted total, max)",2020-04-18T04:00:00Z,32
Delaware,,"Deaths (predicted total, max)",2020-04-19T04:00:00Z,210
Delaware,,"Deaths (predicted total, max)",2020-04-20T04:00:00Z,194
Delaware,,Deaths (predicted peak),2020-04-11T04:00:00Z,1
Delaware,,Deaths (predicted peak),2020-04-12T04:00:00Z,1
Delaware,,Deaths (predicted peak),2020-04-13T04:00:00Z,1
Delaware,,Deaths (predicted peak),2020-04-14T04:00:00Z,1
Delaware,,Deaths (predicted peak),2020-04-15T04:00:00Z,1
Delaware,,Deaths (predicted peak),2020-04-16T04:00:00Z,1
Delaware,,Deaths (predicted peak),2020-04-17T04:00:00Z,1
Delaware,,Deaths (predicted peak),2020-04-18T04:00:00Z,1
Delaware,,Deaths (predicted peak),2020-04-19T04:00:00Z,4
Delaware,,Deaths (predicted peak),2020-04-20T04:00:00Z,4
Delaware,,Deaths (days to peak),2020-04-11T04:00:00Z,-1.397130
Delaware,,Deaths (days to peak),2020-04-12T04:00:00Z,-1.950219
Delaware,,Deaths (days to peak),2020-04-13T04:00:00Z,-2.731590
Delaware,,Deaths (days to peak),2020-04-14T04:00:00Z,-3.554666
Delaware,,Deaths (days to peak),2020-04-15T04:00:00Z,-3.670305
Delaware,,Deaths (days to peak),2020-04-16T04:00:00Z,-4.230867
Delaware,,Deaths (days to peak),2020-04-17T04:00:00Z,-5.337792
Delaware,,Deaths (days to peak),2020-04-18T04:00:00Z,-5.604701
Delaware,,Deaths (days to peak),2020-04-19T04:00:00Z,2.679
Delaware,,Deaths (days to peak),2020-04-20T04:00:00Z,1.370
Delaware,,Active,2020-04-07T04:00:00Z,0
Delaware,,Active,2020-04-08T04:00:00Z,0
Delaware,,Active,2020-04-09T04:00:00Z,0
Delaware,,Active,2020-04-10T04:00:00Z,0
Delaware,,Active,2020-04-11T04:00:00Z,0
Delaware,,Active,2020-04-12T04:00:00Z,1590
Delaware,,Active,2020-04-13T04:00:00Z,1717
Delaware,,Active,2020-04-14T04:00:00Z,1883
Delaware,,Active,2020-04-15T04:00:00Z,1968
Delaware,,Active,2020-04-16T04:00:00Z,2015
Delaware,,Active,2020-04-17T04:00:00Z,2256
Delaware,,Active,2020-04-18T04:00:00Z,2471
Delaware,,Active,2020-04-19T04:00:00Z,2471
Delaware,,Active,2020-04-20T04:00:00Z,2673
Delaware,,Active (per 100k),2020-04-07T04:00:00Z,0.000000
Delaware,,Active (per 100k),2020-04-08T04:00:00Z,0.000000
Delaware,,Active (per 100k),2020-04-09T04:00:00Z,0.000000
Delaware,,Active (per 100k),2020-04-10T04:00:00Z,0.000000
Delaware,,Active (per 100k),2020-04-11T04:00:00Z,0.000000
Delaware,,Active (per 100k),2020-04-12T04:00:00Z,163.284
Delaware,,Active (per 100k),2020-04-13T04:00:00Z,176.326
Delaware,,Active (per 100k),2020-04-14T04:00:00Z,193.373
Delaware,,Active (per 100k),2020-04-15T04:00:00Z,202.102
Delaware,,Active (per 100k),2020-04-16T04:00:00Z,206.929
Delaware,,Active (per 100k),2020-04-17T04:00:00Z,231.678
Delaware,,Active (per 100k),2020-04-18T04:00:00Z,253.758
Delaware,,Active (per 100k),2020-04-19T04:00:00Z,253.758
Delaware,,Active (per 100k),2020-04-20T04:00:00Z,274.502
Delaware,,Active (growth),2020-04-15T04:00:00Z,0.363
Delaware,,Active (growth),2020-04-16T04:00:00Z,0.275
Delaware,,Active (growth),2020-04-17T04:00:00Z,0.220
Delaware,,Active (growth),2020-04-18T04:00:00Z,0.197
Delaware,,Active (growth),2020-04-19T04:00:00Z,0.178
Delaware,,Active (growth),2020-04-20T04:00:00Z,0.059604
Delaware,,Active (predicted total),2020-04-18T04:00:00Z,2606
Delaware,,Active (predicted total),2020-04-19T04:00:00Z,3075
Delaware,,Active (predicted total),2020-04-20T04:00:00Z,2691
Delaware,,"Active (predicted total, min)",2020-04-18T04:00:00Z,1363
Delaware,,"Active (predicted total, min)",2020-04-19T04:00:00Z,1810
Delaware,,"Active (predicted total, min)",2020-04-20T04:00:00Z,1783
Delaware,,"Active (predicted total, max)",2020-04-18T04:00:00Z,29545
Delaware,,"Active (predicted total, max)",2020-04-19T04:00:00Z,10210
Delaware,,"Active (predicted total, max)",2020-04-20T04:00:00Z,5480
Delaware,,Active (predicted peak),2020-04-18T04:00:00Z,313
Delaware,,Active (predicted peak),2020-04-19T04:00:00Z,335
Delaware,,Active (predicted peak),2020-04-20T04:00:00Z,318
Diamond Princess,,Confirmed,2020-03-10T04:00:00Z,46
Diamond Princess,,Confirmed,2020-03-11T04:00:00Z,46
Diamond Princess,,Confirmed,2020-03-12T04:00:00Z,46
Diamond Princess,,Confirmed,2020-03-13T04:00:00Z,46
Diamond Princess,,Confirmed,2020-03-14T04:00:00Z,46
Diamond Princess,,Confirmed,2020-03-15T04:00:00Z,46
Diamond Princess,,Confirmed,2020-03-16T04:00:00Z,47
Diamond Princess,,Confirmed,2020-03-17T04:00:00Z,47
Diamond Princess,,Confirmed,2020-03-18T04:00:00Z,47
Diamond Princess,,Confirmed,2020-03-19T04:00:00Z,47
Diamond Princess,,Confirmed,2020-03-20T04:00:00Z,49
Diamond Princess,,Confirmed,2020-03-21T04:00:00Z,49
Diamond Princess,,Confirmed,2020-03-22T04:00:00Z,49
Diamond Princess,,Confirmed,2020-03-23T04:00:00Z,49
Diamond Princess,,Confirmed,2020-03-24T04:00:00Z,49
Diamond Princess,,Confirmed,2020-03-25T04:00:00Z,49
Diamond Princess,,Confirmed,2020-03-26T04:00:00Z,49
Diamond Princess,,Confirmed,2020-03-27T04:00:00Z,49
Diamond Princess,,Confirmed,2020-03-28T04:00:00Z,49
Diamond Princess,,Confirmed,2020-03-29T04:00:00Z,49
Diamond Princess,,Confirmed,2020-03-30T04:00:00Z,49
Diamond Princess,,Confirmed,2020-03-31T04:00:00Z,49
Diamond Princess,,Confirmed,2020-04-01T04:00:00Z,49
Diamond Princess,,Confirmed,2020-04-02T04:00:00Z,49
Diamond Princess,,Confirmed,2020-04-03T04:00:00Z,49
Diamond Princess,,Confirmed,2020-04-04T04:00:00Z,49
Diamond Princess,,Confirmed,2020-04-05T04:00:00Z,49
Diamond Princess,,Confirmed,2020-04-06T04:00:00Z,49
Diamond Princess,,Confirmed,2020-04-07T04:00:00Z,49
Diamond Princess,,Confirmed,2020-04-08T04:00:00Z,49
Diamond Princess,,Confirmed,2020-04-09T04:00:00Z,49
Diamond Princess,,Confirmed,2020-04-10T04:00:00Z,49
Diamond Princess,,Confirmed,2020-04-11T04:00:00Z,49
Diamond Princess,,Confirmed,2020-04-12T04:00:00Z,49
Diamond Princess,,Confirmed,2020-04-13T04:00:00Z,49
Diamond Princess,,Confirmed,2020-04-14T04:00:00Z,49
Diamond Princess,,Confirmed,2020-04-15T04:00:00Z,49
Diamond Princess,,Confirmed,2020-04-16T04:00:00Z,49
Diamond Princess,,Confirmed,2020-04-17T04:00:00Z,49
Diamond Princess,,Confirmed,2020-04-18T04:00:00Z,49
Diamond Princess,,Confirmed,2020-04-19T04:00:00Z,49
Diamond Princess,,Confirmed,2020-04-20T04:00:00Z,49
Diamond Princess,,Confirmed (growth),2020-03-18T04:00:00Z,0.003086
Diamond Princess,,Confirmed (growth),2020-03-19T04:00:00Z,0.003077
Diamond Princess,,Confirmed (growth),2020-03-20T04:00:00Z,0.003067
Diamond Princess,,Confirmed (growth),2020-03-21T04:00:00Z,0.009119
Diamond Princess,,Confirmed (growth),2020-03-22T04:00:00Z,0.009036
Diamond Princess,,Confirmed (growth),2020-03-23T04:00:00Z,0.008955
Diamond Princess,,Confirmed (growth),2020-03-24T04:00:00Z,0.005935
Diamond Princess,,Confirmed (growth),2020-03-25T04:00:00Z,0.005900
Diamond Princess,,Confirmed (growth),2020-03-26T04:00:00Z,0.005865
Diamond Princess,,Confirmed (growth),2020-03-27T04:00:00Z,0.005831
Diamond Princess,,Confirmed (growth),2020-03-28T04:00:00Z,0.000000
Diamond Princess,,Confirmed (growth),2020-03-29T04:00:00Z,0.000000
Diamond Princess,,Confirmed (growth),2020-03-30T04:00:00Z,0.000000
Diamond Princess,,Confirmed (growth),2020-03-31T04:00:00Z,0.000000
Diamond Princess,,Confirmed (growth),2020-04-01T04:00:00Z,0.000000
Diamond Princess,,Confirmed (growth),2020-04-02T04:00:00Z,0.000000
Diamond Princess,,Confirmed (growth),2020-04-03T04:00:00Z,0.000000
Diamond Princess,,Confirmed (growth),2020-04-04T04:00:00Z,0.000000
Diamond Princess,,Confirmed (growth),2020-04-05T04:00:00Z,0.000000
Diamond Princess,,Confirmed (growth),2020-04-06T04:00:00Z,0.000000
Diamond Princess,,Confirmed (growth),2020-04-07T04:00:00Z,0.000000
Diamond Princess,,Confirmed (growth),2020-04-08T04:00:00Z,0.000000
Diamond Princess,,Confirmed (growth),2020-04-09T04:00:00Z,0.000000
Diamond Princess,,Confirmed (growth),2020-04-10T04:00:00Z,0.000000
Diamond Princess,,Confirmed (growth),2020-04-11T04:00:00Z,0.000000
Diamond Princess,,Confirmed (growth),2020-04-12T04:00:00Z,0.000000
Diamond Princess,,Confirmed (growth),2020-04-13T04:00:00Z,0.000000
Diamond Princess,,Confirmed (growth),2020-04-14T04:00:00Z,0.000000
Diamond Princess,,Confirmed (growth),2020-04-15T04:00:00Z,0.000000
Diamond Princess,,Confirmed (growth),2020-04-16T04:00:00Z,0.000000
Diamond Princess,,Confirmed (growth),2020-04-17T04:00:00Z,0.000000
Diamond Princess,,Confirmed (growth),2020-04-18T04:00:00Z,0.000000
Diamond Princess,,Confirmed (growth),2020-04-19T04:00:00Z,0.000000
Diamond Princess,,Confirmed (growth),2020-04-20T04:00:00Z,0.000000
Diamond Princess,,Confirmed (predicted total),2020-04-15T04:00:00Z,92
Diamond Princess,,Confirmed (predicted total),2020-04-16T04:00:00Z,49
Diamond Princess,,Confirmed (predicted total),2020-04-17T04:00:00Z,49
Diamond Princess,,Confirmed (predicted total),2020-04-18T04:00:00Z,49
Diamond Princess,,Confirmed (predicted total),2020-04-19T04:00:00Z,49
Diamond Princess,,Confirmed (predicted total),2020-04-20T04:00:00Z,49
Diamond Princess,,"Confirmed (predicted total, min)",2020-04-15T04:00:00Z,90
Diamond Princess,,"Confirmed (predicted total, min)",2020-04-16T04:00:00Z,30
Diamond Princess,,"Confirmed (predicted total, min)",2020-04-17T04:00:00Z,30
Diamond Princess,,"Confirmed (predicted total, min)",2020-04-18T04:00:00Z,29
Diamond Princess,,"Confirmed (predicted total, min)",2020-04-19T04:00:00Z,26
Diamond Princess,,"Confirmed (predicted total, min)",2020-04-20T04:00:00Z,26
Diamond Princess,,"Confirmed (predicted total, max)",2020-04-15T04:00:00Z,95
Diamond Princess,,"Confirmed (predicted total, max)",2020-04-16T04:00:00Z,144
Diamond Princess,,"Confirmed (predicted total, max)",2020-04-17T04:00:00Z,131
Diamond Princess,,"Confirmed (predicted total, max)",2020-04-18T04:00:00Z,144
Diamond Princess,,"Confirmed (predicted total, max)",2020-04-19T04:00:00Z,403
Diamond Princess,,"Confirmed (predicted total, max)",2020-04-20T04:00:00Z,420
Diamond Princess,,Confirmed (predicted peak),2020-04-15T04:00:00Z,0
Diamond Princess,,Confirmed (predicted peak),2020-04-16T04:00:00Z,2
Diamond Princess,,Confirmed (predicted peak),2020-04-17T04:00:00Z,3
Diamond Princess,,Confirmed (predicted peak),2020-04-18T04:00:00Z,3
Diamond Princess,,Confirmed (predicted peak),2020-04-19T04:00:00Z,4
Diamond Princess,,Confirmed (predicted peak),2020-04-20T04:00:00Z,6
Diamond Princess,,Active,2020-04-07T04:00:00Z,0
Diamond Princess,,Active,2020-04-08T04:00:00Z,0
Diamond Princess,,Active,2020-04-09T04:00:00Z,0
Diamond Princess,,Active,2020-04-10T04:00:00Z,0
Diamond Princess,,Active,2020-04-11T04:00:00Z,0
Diamond Princess,,Active,2020-04-12T04:00:00Z,49
Diamond Princess,,Active,2020-04-13T04:00:00Z,49
Diamond Princess,,Active,2020-04-14T04:00:00Z,49
Diamond Princess,,Active,2020-04-15T04:00:00Z,49
Diamond Princess,,Active,2020-04-16T04:00:00Z,49
Diamond Princess,,Active,2020-04-17T04:00:00Z,49
Diamond Princess,,Active,2020-04-18T04:00:00Z,49
Diamond Princess,,Active,2020-04-19T04:00:00Z,49
Diamond Princess,,Active,2020-04-20T04:00:00Z,49
Diamond Princess,,Active (growth),2020-04-15T04:00:00Z,0.333
Diamond Princess,,Active (growth),2020-04-16T04:00:00Z,0.250
Diamond Princess,,Active (growth),2020-04-17T04:00:00Z,0.200
Diamond Princess,,Active (growth),2020-04-18T04:00:00Z,0.167
Diamond Princess,,Active (growth),2020-04-19T04:00:00Z,0.143
Diamond Princess,,Active (growth),2020-04-20T04:00:00Z,0.000000
Diamond Princess,,Active (predicted total),2020-04-18T04:00:00Z,61
Diamond Princess,,Active (predicted total),2020-04-19T04:00:00Z,67
Diamond Princess,,Active (predicted total),2020-04-20T04:00:00Z,57
Diamond Princess,,"Active (predicted total, min)",2020-04-18T04:00:00Z,37
Diamond Princess,,"Active (predicted total, min)",2020-04-19T04:00:00Z,46
Diamond Princess,,"Active (predicted total, min)",2020-04-20T04:00:00Z,35
Diamond Princess,,"Active (predicted total, max)",2020-04-18T04:00:00Z,164
Diamond Princess,,"Active (predicted total, max)",2020-04-19T04:00:00Z,126
Diamond Princess,,"Active (predicted total, max)",2020-04-20T04:00:00Z,164
Diamond Princess,,Active (predicted peak),2020-04-18T04:00:00Z,7
Diamond Princess,,Active (predicted peak),2020-04-19T04:00:00Z,7
Diamond Princess,,Active (predicted peak),2020-04-20T04:00:00Z,7
District of Columbia,,Confirmed,2020-03-10T04:00:00Z,5
District of Columbia,,Confirmed,2020-03-11T04:00:00Z,10
District of Columbia,,Confirmed,2020-03-12T04:00:00Z,10
District of Columbia,,Confirmed,2020-03-13T04:00:00Z,10
District of Columbia,,Confirmed,2020-03-14T04:00:00Z,10
District of Columbia,,Confirmed,2020-03-15T04:00:00Z,16
District of Columbia,,Confirmed,2020-03-16T04:00:00Z,22
District of Columbia,,Confirmed,2020-03-17T04:00:00Z,22
District of Columbia,,Confirmed,2020-03-18T04:00:00Z,31
District of Columbia,,Confirmed,2020-03-19T04:00:00Z,40
District of Columbia,,Confirmed,2020-03-20T04:00:00Z,71
District of Columbia,,Confirmed,2020-03-21T04:00:00Z,98
District of Columbia,,Confirmed,2020-03-22T04:00:00Z,204
District of Columbia,,Confirmed,2020-03-23T04:00:00Z,204
District of Columbia,,Confirmed,2020-03-24T04:00:00Z,204
District of Columbia,,Confirmed,2020-03-25T04:00:00Z,204
District of Columbia,,Confirmed,2020-03-26T04:00:00Z,231
District of Columbia,,Confirmed,2020-03-27T04:00:00Z,271
District of Columbia,,Confirmed,2020-03-28T04:00:00Z,304
District of Columbia,,Confirmed,2020-03-29T04:00:00Z,342
District of Columbia,,Confirmed,2020-03-30T04:00:00Z,401
District of Columbia,,Confirmed,2020-03-31T04:00:00Z,495
District of Columbia,,Confirmed,2020-04-01T04:00:00Z,586
District of Columbia,,Confirmed,2020-04-02T04:00:00Z,653
District of Columbia,,Confirmed,2020-04-03T04:00:00Z,757
District of Columbia,,Confirmed,2020-04-04T04:00:00Z,902
District of Columbia,,Confirmed,2020-04-05T04:00:00Z,1002
District of Columbia,,Confirmed,2020-04-06T04:00:00Z,1097
District of Columbia,,Confirmed,2020-04-07T04:00:00Z,1211
District of Columbia,,Confirmed,2020-04-08T04:00:00Z,1440
District of Columbia,,Confirmed,2020-04-09T04:00:00Z,1523
District of Columbia,,Confirmed,2020-04-10T04:00:00Z,1660
District of Columbia,,Confirmed,2020-04-11T04:00:00Z,1778
District of Columbia,,Confirmed,2020-04-12T04:00:00Z,1875
District of Columbia,,Confirmed,2020-04-13T04:00:00Z,1955
District of Columbia,,Confirmed,2020-04-14T04:00:00Z,2058
District of Columbia,,Confirmed,2020-04-15T04:00:00Z,2197
District of Columbia,,Confirmed,2020-04-16T04:00:00Z,2350
District of Columbia,,Confirmed,2020-04-17T04:00:00Z,2476
District of Columbia,,Confirmed,2020-04-18T04:00:00Z,2666
District of Columbia,,Confirmed,2020-04-19T04:00:00Z,2793
District of Columbia,,Confirmed,2020-04-20T04:00:00Z,2927
District of Columbia,,Confirmed (per 100k),2020-03-10T04:00:00Z,0.708
District of Columbia,,Confirmed (per 100k),2020-03-11T04:00:00Z,1.417
District of Columbia,,Confirmed (per 100k),2020-03-12T04:00:00Z,1.417
District of Columbia,,Confirmed (per 100k),2020-03-13T04:00:00Z,1.417
District of Columbia,,Confirmed (per 100k),2020-03-14T04:00:00Z,1.417
District of Columbia,,Confirmed (per 100k),2020-03-15T04:00:00Z,2.267
District of Columbia,,Confirmed (per 100k),2020-03-16T04:00:00Z,3.117
District of Columbia,,Confirmed (per 100k),2020-03-17T04:00:00Z,3.117
District of Columbia,,Confirmed (per 100k),2020-03-18T04:00:00Z,4.392
District of Columbia,,Confirmed (per 100k),2020-03-19T04:00:00Z,5.668
District of Columbia,,Confirmed (per 100k),2020-03-20T04:00:00Z,10.060
District of Columbia,,Confirmed (per 100k),2020-03-21T04:00:00Z,13.886
District of Columbia,,Confirmed (per 100k),2020-03-22T04:00:00Z,28.905
District of Columbia,,Confirmed (per 100k),2020-03-23T04:00:00Z,28.905
District of Columbia,,Confirmed (per 100k),2020-03-24T04:00:00Z,28.905
District of Columbia,,Confirmed (per 100k),2020-03-25T04:00:00Z,28.905
District of Columbia,,Confirmed (per 100k),2020-03-26T04:00:00Z,32.731
District of Columbia,,Confirmed (per 100k),2020-03-27T04:00:00Z,38.399
District of Columbia,,Confirmed (per 100k),2020-03-28T04:00:00Z,43.075
District of Columbia,,Confirmed (per 100k),2020-03-29T04:00:00Z,48.459
District of Columbia,,Confirmed (per 100k),2020-03-30T04:00:00Z,56.819
District of Columbia,,Confirmed (per 100k),2020-03-31T04:00:00Z,70.138
District of Columbia,,Confirmed (per 100k),2020-04-01T04:00:00Z,83.032
District of Columbia,,Confirmed (per 100k),2020-04-02T04:00:00Z,92.526
District of Columbia,,Confirmed (per 100k),2020-04-03T04:00:00Z,107.262
District of Columbia,,Confirmed (per 100k),2020-04-04T04:00:00Z,127.807
District of Columbia,,Confirmed (per 100k),2020-04-05T04:00:00Z,141.977
District of Columbia,,Confirmed (per 100k),2020-04-06T04:00:00Z,155.438
District of Columbia,,Confirmed (per 100k),2020-04-07T04:00:00Z,171.591
District of Columbia,,Confirmed (per 100k),2020-04-08T04:00:00Z,204.039
District of Columbia,,Confirmed (per 100k),2020-04-09T04:00:00Z,215.799
District of Columbia,,Confirmed (per 100k),2020-04-10T04:00:00Z,235.211
District of Columbia,,Confirmed (per 100k),2020-04-11T04:00:00Z,251.931
District of Columbia,,Confirmed (per 100k),2020-04-12T04:00:00Z,265.675
District of Columbia,,Confirmed (per 100k),2020-04-13T04:00:00Z,277.011
District of Columbia,,Confirmed (per 100k),2020-04-14T04:00:00Z,291.605
District of Columbia,,Confirmed (per 100k),2020-04-15T04:00:00Z,311.300
District of Columbia,,Confirmed (per 100k),2020-04-16T04:00:00Z,332.980
District of Columbia,,Confirmed (per 100k),2020-04-17T04:00:00Z,350.833
District of Columbia,,Confirmed (per 100k),2020-04-18T04:00:00Z,377.755
District of Columbia,,Confirmed (per 100k),2020-04-19T04:00:00Z,395.750
District of Columbia,,Confirmed (per 100k),2020-04-20T04:00:00Z,414.737
District of Columbia,,Confirmed (growth),2020-03-18T04:00:00Z,0.170
District of Columbia,,Confirmed (growth),2020-03-19T04:00:00Z,0.174
District of Columbia,,Confirmed (growth),2020-03-20T04:00:00Z,0.199
District of Columbia,,Confirmed (growth),2020-03-21T04:00:00Z,0.288
District of Columbia,,Confirmed (growth),2020-03-22T04:00:00Z,0.293
District of Columbia,,Confirmed (growth),2020-03-23T04:00:00Z,0.385
District of Columbia,,Confirmed (growth),2020-03-24T04:00:00Z,0.272
District of Columbia,,Confirmed (growth),2020-03-25T04:00:00Z,0.214
District of Columbia,,Confirmed (growth),2020-03-26T04:00:00Z,0.169
District of Columbia,,Confirmed (growth),2020-03-27T04:00:00Z,0.157
District of Columbia,,Confirmed (growth),2020-03-28T04:00:00Z,0.141
District of Columbia,,Confirmed (growth),2020-03-29T04:00:00Z,0.127
District of Columbia,,Confirmed (growth),2020-03-30T04:00:00Z,0.078409
District of Columbia,,Confirmed (growth),2020-03-31T04:00:00Z,0.101
District of Columbia,,Confirmed (growth),2020-04-01T04:00:00Z,0.129
District of Columbia,,Confirmed (growth),2020-04-02T04:00:00Z,0.145
District of Columbia,,Confirmed (growth),2020-04-03T04:00:00Z,0.138
District of Columbia,,Confirmed (growth),2020-04-04T04:00:00Z,0.137
District of Columbia,,Confirmed (growth),2020-04-05T04:00:00Z,0.145
District of Columbia,,Confirmed (growth),2020-04-06T04:00:00Z,0.138
District of Columbia,,Confirmed (growth),2020-04-07T04:00:00Z,0.127
District of Columbia,,Confirmed (growth),2020-04-08T04:00:00Z,0.115
District of Columbia,,Confirmed (growth),2020-04-09T04:00:00Z,0.121
District of Columbia,,Confirmed (growth),2020-04-10T04:00:00Z,0.110
District of Columbia,,Confirmed (growth),2020-04-11T04:00:00Z,0.102
District of Columbia,,Confirmed (growth),2020-04-12T04:00:00Z,0.090207
District of Columbia,,Confirmed (growth),2020-04-13T04:00:00Z,0.082483
District of Columbia,,Confirmed (growth),2020-04-14T04:00:00Z,0.074987
District of Columbia,,Confirmed (growth),2020-04-15T04:00:00Z,0.068923
District of Columbia,,Confirmed (growth),2020-04-16T04:00:00Z,0.058025
District of Columbia,,Confirmed (growth),2020-04-17T04:00:00Z,0.059612
District of Columbia,,Confirmed (growth),2020-04-18T04:00:00Z,0.055552
District of Columbia,,Confirmed (growth),2020-04-19T04:00:00Z,0.057007
District of Columbia,,Confirmed (growth),2020-04-20T04:00:00Z,0.055653
District of Columbia,,Confirmed (predicted total),2020-04-04T04:00:00Z,386
District of Columbia,,Confirmed (predicted total),2020-04-05T04:00:00Z,333
District of Columbia,,Confirmed (predicted total),2020-04-06T04:00:00Z,314
District of Columbia,,Confirmed (predicted total),2020-04-07T04:00:00Z,325
District of Columbia,,Confirmed (predicted total),2020-04-08T04:00:00Z,436
District of Columbia,,Confirmed (predicted total),2020-04-09T04:00:00Z,4935
District of Columbia,,Confirmed (predicted total),2020-04-10T04:00:00Z,3584
District of Columbia,,Confirmed (predicted total),2020-04-11T04:00:00Z,3416
District of Columbia,,Confirmed (predicted total),2020-04-12T04:00:00Z,3034
District of Columbia,,Confirmed (predicted total),2020-04-13T04:00:00Z,2829
District of Columbia,,Confirmed (predicted total),2020-04-14T04:00:00Z,2851
District of Columbia,,Confirmed (predicted total),2020-04-15T04:00:00Z,2892
District of Columbia,,Confirmed (predicted total),2020-04-16T04:00:00Z,2809
District of Columbia,,Confirmed (predicted total),2020-04-17T04:00:00Z,2796
District of Columbia,,Confirmed (predicted total),2020-04-18T04:00:00Z,2954
District of Columbia,,Confirmed (predicted total),2020-04-19T04:00:00Z,3229
District of Columbia,,Confirmed (predicted total),2020-04-20T04:00:00Z,3701
District of Columbia,,"Confirmed (predicted total, min)",2020-04-04T04:00:00Z,193
District of Columbia,,"Confirmed (predicted total, min)",2020-04-05T04:00:00Z,223
District of Columbia,,"Confirmed (predicted total, min)",2020-04-06T04:00:00Z,227
District of Columbia,,"Confirmed (predicted total, min)",2020-04-07T04:00:00Z,232
District of Columbia,,"Confirmed (predicted total, min)",2020-04-08T04:00:00Z,277
District of Columbia,,"Confirmed (predicted total, min)",2020-04-09T04:00:00Z,2595
District of Columbia,,"Confirmed (predicted total, min)",2020-04-10T04:00:00Z,2592
District of Columbia,,"Confirmed (predicted total, min)",2020-04-11T04:00:00Z,2559
District of Columbia,,"Confirmed (predicted total, min)",2020-04-12T04:00:00Z,2430
District of Columbia,,"Confirmed (predicted total, min)",2020-04-13T04:00:00Z,2410
District of Columbia,,"Confirmed (predicted total, min)",2020-04-14T04:00:00Z,2445
District of Columbia,,"Confirmed (predicted total, min)",2020-04-15T04:00:00Z,2490
District of Columbia,,"Confirmed (predicted total, min)",2020-04-16T04:00:00Z,2426
District of Columbia,,"Confirmed (predicted total, min)",2020-04-17T04:00:00Z,2492
District of Columbia,,"Confirmed (predicted total, min)",2020-04-18T04:00:00Z,2534
District of Columbia,,"Confirmed (predicted total, min)",2020-04-19T04:00:00Z,2524
District of Columbia,,"Confirmed (predicted total, min)",2020-04-20T04:00:00Z,2698
District of Columbia,,"Confirmed (predicted total, max)",2020-04-04T04:00:00Z,86566
District of Columbia,,"Confirmed (predicted total, max)",2020-04-05T04:00:00Z,656
District of Columbia,,"Confirmed (predicted total, max)",2020-04-06T04:00:00Z,511
District of Columbia,,"Confirmed (predicted total, max)",2020-04-07T04:00:00Z,544
District of Columbia,,"Confirmed (predicted total, max)",2020-04-08T04:00:00Z,1015
District of Columbia,,"Confirmed (predicted total, max)",2020-04-09T04:00:00Z,49982
District of Columbia,,"Confirmed (predicted total, max)",2020-04-10T04:00:00Z,5806
District of Columbia,,"Confirmed (predicted total, max)",2020-04-11T04:00:00Z,5136
District of Columbia,,"Confirmed (predicted total, max)",2020-04-12T04:00:00Z,4039
District of Columbia,,"Confirmed (predicted total, max)",2020-04-13T04:00:00Z,3425
District of Columbia,,"Confirmed (predicted total, max)",2020-04-14T04:00:00Z,3418
District of Columbia,,"Confirmed (predicted total, max)",2020-04-15T04:00:00Z,3448
District of Columbia,,"Confirmed (predicted total, max)",2020-04-16T04:00:00Z,3336
District of Columbia,,"Confirmed (predicted total, max)",2020-04-17T04:00:00Z,3184
District of Columbia,,"Confirmed (predicted total, max)",2020-04-18T04:00:00Z,3540
