Region,FIPS,Metric,Date,Value
Alabama,,Confirmed,2020-03-11T04:00:00Z,5
Alabama,,Confirmed,2020-03-12T04:00:00Z,5
Alabama,,Confirmed,2020-03-13T04:00:00Z,5
Alabama,,Confirmed,2020-03-14T04:00:00Z,6
Alabama,,Confirmed,2020-03-15T04:00:00Z,12
Alabama,,Confirmed,2020-03-16T04:00:00Z,29
Alabama,,Confirmed,2020-03-17T04:00:00Z,39
Alabama,,Confirmed,2020-03-18T04:00:00Z,46
Alabama,,Confirmed,2020-03-19T04:00:00Z,78
Alabama,,Confirmed,2020-03-20T04:00:00Z,83
Alabama,,Confirmed,2020-03-21T04:00:00Z,131
Alabama,,Confirmed,2020-03-22T04:00:00Z,157
Alabama,,Confirmed,2020-03-23T04:00:00Z,196
Alabama,,Confirmed,2020-03-24T04:00:00Z,242
Alabama,,Confirmed,2020-03-25T04:00:00Z,381
Alabama,,Confirmed,2020-03-26T04:00:00Z,517
Alabama,,Confirmed,2020-03-27T04:00:00Z,587
Alabama,,Confirmed,2020-03-28T04:00:00Z,694
Alabama,,Confirmed,2020-03-29T04:00:00Z,825
Alabama,,Confirmed,2020-03-30T04:00:00Z,899
Alabama,,Confirmed,2020-03-31T04:00:00Z,987
Alabama,,Confirmed,2020-04-01T04:00:00Z,1060
Alabama,,Confirmed,2020-04-02T04:00:00Z,1233
Alabama,,Confirmed,2020-04-03T04:00:00Z,1495
Alabama,,Confirmed,2020-04-04T04:00:00Z,1614
Alabama,,Confirmed,2020-04-05T04:00:00Z,1765
Alabama,,Confirmed,2020-04-06T04:00:00Z,1952
Alabama,,Confirmed,2020-04-07T04:00:00Z,2169
Alabama,,Confirmed,2020-04-08T04:00:00Z,2328
Alabama,,Confirmed,2020-04-09T04:00:00Z,2703
Alabama,,Confirmed,2020-04-10T04:00:00Z,2947
Alabama,,Confirmed,2020-04-11T04:00:00Z,3217
Alabama,,Confirmed,2020-04-12T04:00:00Z,3563
Alabama,,Confirmed,2020-04-13T04:00:00Z,3734
Alabama,,Confirmed,2020-04-14T04:00:00Z,3953
Alabama,,Confirmed,2020-04-15T04:00:00Z,4075
Alabama,,Confirmed,2020-04-16T04:00:00Z,4345
Alabama,,Confirmed,2020-04-17T04:00:00Z,4571
Alabama,,Confirmed,2020-04-18T04:00:00Z,4712
Alabama,,Confirmed,2020-04-19T04:00:00Z,4888
Alabama,,Confirmed,2020-04-20T04:00:00Z,5079
Alabama,,Confirmed (per 100k),2020-03-11T04:00:00Z,0.102
Alabama,,Confirmed (per 100k),2020-03-12T04:00:00Z,0.102
Alabama,,Confirmed (per 100k),2020-03-13T04:00:00Z,0.102
Alabama,,Confirmed (per 100k),2020-03-14T04:00:00Z,0.122
Alabama,,Confirmed (per 100k),2020-03-15T04:00:00Z,0.245
Alabama,,Confirmed (per 100k),2020-03-16T04:00:00Z,0.591
Alabama,,Confirmed (per 100k),2020-03-17T04:00:00Z,0.795
Alabama,,Confirmed (per 100k),2020-03-18T04:00:00Z,0.938
Alabama,,Confirmed (per 100k),2020-03-19T04:00:00Z,1.591
Alabama,,Confirmed (per 100k),2020-03-20T04:00:00Z,1.693
Alabama,,Confirmed (per 100k),2020-03-21T04:00:00Z,2.672
Alabama,,Confirmed (per 100k),2020-03-22T04:00:00Z,3.202
Alabama,,Confirmed (per 100k),2020-03-23T04:00:00Z,3.997
Alabama,,Confirmed (per 100k),2020-03-24T04:00:00Z,4.936
Alabama,,Confirmed (per 100k),2020-03-25T04:00:00Z,7.770
Alabama,,Confirmed (per 100k),2020-03-26T04:00:00Z,10.544
Alabama,,Confirmed (per 100k),2020-03-27T04:00:00Z,11.972
Alabama,,Confirmed (per 100k),2020-03-28T04:00:00Z,14.154
Alabama,,Confirmed (per 100k),2020-03-29T04:00:00Z,16.826
Alabama,,Confirmed (per 100k),2020-03-30T04:00:00Z,18.335
Alabama,,Confirmed (per 100k),2020-03-31T04:00:00Z,20.130
Alabama,,Confirmed (per 100k),2020-04-01T04:00:00Z,21.619
Alabama,,Confirmed (per 100k),2020-04-02T04:00:00Z,25.147
Alabama,,Confirmed (per 100k),2020-04-03T04:00:00Z,30.490
Alabama,,Confirmed (per 100k),2020-04-04T04:00:00Z,32.917
Alabama,,Confirmed (per 100k),2020-04-05T04:00:00Z,35.997
Alabama,,Confirmed (per 100k),2020-04-06T04:00:00Z,39.811
Alabama,,Confirmed (per 100k),2020-04-07T04:00:00Z,44.237
Alabama,,Confirmed (per 100k),2020-04-08T04:00:00Z,47.479
Alabama,,Confirmed (per 100k),2020-04-09T04:00:00Z,55.127
Alabama,,Confirmed (per 100k),2020-04-10T04:00:00Z,60.104
Alabama,,Confirmed (per 100k),2020-04-11T04:00:00Z,65.610
Alabama,,Confirmed (per 100k),2020-04-12T04:00:00Z,72.667
Alabama,,Confirmed (per 100k),2020-04-13T04:00:00Z,76.155
Alabama,,Confirmed (per 100k),2020-04-14T04:00:00Z,80.621
Alabama,,Confirmed (per 100k),2020-04-15T04:00:00Z,83.109
Alabama,,Confirmed (per 100k),2020-04-16T04:00:00Z,88.616
Alabama,,Confirmed (per 100k),2020-04-17T04:00:00Z,93.225
Alabama,,Confirmed (per 100k),2020-04-18T04:00:00Z,96.101
Alabama,,Confirmed (per 100k),2020-04-19T04:00:00Z,99.690
Alabama,,Confirmed (per 100k),2020-04-20T04:00:00Z,103.586
Alabama,,Confirmed (growth),2020-03-19T04:00:00Z,0.289
Alabama,,Confirmed (growth),2020-03-20T04:00:00Z,0.340
Alabama,,Confirmed (growth),2020-03-21T04:00:00Z,0.266
Alabama,,Confirmed (growth),2020-03-22T04:00:00Z,0.299
Alabama,,Confirmed (growth),2020-03-23T04:00:00Z,0.258
Alabama,,Confirmed (growth),2020-03-24T04:00:00Z,0.229
Alabama,,Confirmed (growth),2020-03-25T04:00:00Z,0.218
Alabama,,Confirmed (growth),2020-03-26T04:00:00Z,0.264
Alabama,,Confirmed (growth),2020-03-27T04:00:00Z,0.257
Alabama,,Confirmed (growth),2020-03-28T04:00:00Z,0.228
Alabama,,Confirmed (growth),2020-03-29T04:00:00Z,0.203
Alabama,,Confirmed (growth),2020-03-30T04:00:00Z,0.194
Alabama,,Confirmed (growth),2020-03-31T04:00:00Z,0.170
Alabama,,Confirmed (growth),2020-04-01T04:00:00Z,0.152
Alabama,,Confirmed (growth),2020-04-02T04:00:00Z,0.122
Alabama,,Confirmed (growth),2020-04-03T04:00:00Z,0.114
Alabama,,Confirmed (growth),2020-04-04T04:00:00Z,0.126
Alabama,,Confirmed (growth),2020-04-05T04:00:00Z,0.113
Alabama,,Confirmed (growth),2020-04-06T04:00:00Z,0.104
Alabama,,Confirmed (growth),2020-04-07T04:00:00Z,0.104
Alabama,,Confirmed (growth),2020-04-08T04:00:00Z,0.105
Alabama,,Confirmed (growth),2020-04-09T04:00:00Z,0.101
Alabama,,Confirmed (growth),2020-04-10T04:00:00Z,0.105
Alabama,,Confirmed (growth),2020-04-11T04:00:00Z,0.093811
Alabama,,Confirmed (growth),2020-04-12T04:00:00Z,0.093847
Alabama,,Confirmed (growth),2020-04-13T04:00:00Z,0.095238
Alabama,,Confirmed (growth),2020-04-14T04:00:00Z,0.086249
Alabama,,Confirmed (growth),2020-04-15T04:00:00Z,0.079483
Alabama,,Confirmed (growth),2020-04-16T04:00:00Z,0.072214
Alabama,,Confirmed (growth),2020-04-17T04:00:00Z,0.063560
Alabama,,Confirmed (growth),2020-04-18T04:00:00Z,0.059145
Alabama,,Confirmed (growth),2020-04-19T04:00:00Z,0.051635
Alabama,,Confirmed (growth),2020-04-20T04:00:00Z,0.043761
Alabama,,Confirmed (predicted total),2020-03-29T04:00:00Z,383
Alabama,,Confirmed (predicted total),2020-03-30T04:00:00Z,1706
Alabama,,Confirmed (predicted total),2020-03-31T04:00:00Z,1844
Alabama,,Confirmed (predicted total),2020-04-01T04:00:00Z,1744
Alabama,,Confirmed (predicted total),2020-04-02T04:00:00Z,1495
Alabama,,Confirmed (predicted total),2020-04-03T04:00:00Z,1389
Alabama,,Confirmed (predicted total),2020-04-04T04:00:00Z,1580
Alabama,,Confirmed (predicted total),2020-04-05T04:00:00Z,1838
Alabama,,Confirmed (predicted total),2020-04-06T04:00:00Z,2105
Alabama,,Confirmed (predicted total),2020-04-07T04:00:00Z,2480
Alabama,,Confirmed (predicted total),2020-04-08T04:00:00Z,3279
Alabama,,Confirmed (predicted total),2020-04-09T04:00:00Z,4516
Alabama,,Confirmed (predicted total),2020-04-10T04:00:00Z,7793
Alabama,,Confirmed (predicted total),2020-04-11T04:00:00Z,7850
Alabama,,Confirmed (predicted total),2020-04-12T04:00:00Z,7753
Alabama,,Confirmed (predicted total),2020-04-13T04:00:00Z,11528
Alabama,,Confirmed (predicted total),2020-04-14T04:00:00Z,11629
Alabama,,Confirmed (predicted total),2020-04-15T04:00:00Z,9398
Alabama,,Confirmed (predicted total),2020-04-16T04:00:00Z,8055
Alabama,,Confirmed (predicted total),2020-04-17T04:00:00Z,7166
Alabama,,Confirmed (predicted total),2020-04-18T04:00:00Z,6620
Alabama,,Confirmed (predicted total),2020-04-19T04:00:00Z,6425
Alabama,,Confirmed (predicted total),2020-04-20T04:00:00Z,5986
Alabama,,"Confirmed (predicted total, min)",2020-03-29T04:00:00Z,218
Alabama,,"Confirmed (predicted total, min)",2020-03-30T04:00:00Z,926
Alabama,,"Confirmed (predicted total, min)",2020-03-31T04:00:00Z,1117
Alabama,,"Confirmed (predicted total, min)",2020-04-01T04:00:00Z,1137
Alabama,,"Confirmed (predicted total, min)",2020-04-02T04:00:00Z,1103
Alabama,,"Confirmed (predicted total, min)",2020-04-03T04:00:00Z,1248
Alabama,,"Confirmed (predicted total, min)",2020-04-04T04:00:00Z,1248
Alabama,,"Confirmed (predicted total, min)",2020-04-05T04:00:00Z,1386
Alabama,,"Confirmed (predicted total, min)",2020-04-06T04:00:00Z,1528
Alabama,,"Confirmed (predicted total, min)",2020-04-07T04:00:00Z,1669
Alabama,,"Confirmed (predicted total, min)",2020-04-08T04:00:00Z,2059
Alabama,,"Confirmed (predicted total, min)",2020-04-09T04:00:00Z,2720
Alabama,,"Confirmed (predicted total, min)",2020-04-10T04:00:00Z,4589
Alabama,,"Confirmed (predicted total, min)",2020-04-11T04:00:00Z,4773
Alabama,,"Confirmed (predicted total, min)",2020-04-12T04:00:00Z,4938
Alabama,,"Confirmed (predicted total, min)",2020-04-13T04:00:00Z,7538
Alabama,,"Confirmed (predicted total, min)",2020-04-14T04:00:00Z,7968
Alabama,,"Confirmed (predicted total, min)",2020-04-15T04:00:00Z,6911
Alabama,,"Confirmed (predicted total, min)",2020-04-16T04:00:00Z,6184
Alabama,,"Confirmed (predicted total, min)",2020-04-17T04:00:00Z,5579
Alabama,,"Confirmed (predicted total, min)",2020-04-18T04:00:00Z,5457
Alabama,,"Confirmed (predicted total, min)",2020-04-19T04:00:00Z,5284
Alabama,,"Confirmed (predicted total, min)",2020-04-20T04:00:00Z,5302
Alabama,,"Confirmed (predicted total, max)",2020-03-29T04:00:00Z,1546
Alabama,,"Confirmed (predicted total, max)",2020-03-30T04:00:00Z,10818
Alabama,,"Confirmed (predicted total, max)",2020-03-31T04:00:00Z,5279
Alabama,,"Confirmed (predicted total, max)",2020-04-01T04:00:00Z,3749
Alabama,,"Confirmed (predicted total, max)",2020-04-02T04:00:00Z,2321
Alabama,,"Confirmed (predicted total, max)",2020-04-03T04:00:00Z,1564
Alabama,,"Confirmed (predicted total, max)",2020-04-04T04:00:00Z,2154
Alabama,,"Confirmed (predicted total, max)",2020-04-05T04:00:00Z,2728
Alabama,,"Confirmed (predicted total, max)",2020-04-06T04:00:00Z,3380
Alabama,,"Confirmed (predicted total, max)",2020-04-07T04:00:00Z,4824
Alabama,,"Confirmed (predicted total, max)",2020-04-08T04:00:00Z,8040
Alabama,,"Confirmed (predicted total, max)",2020-04-09T04:00:00Z,13287
Alabama,,"Confirmed (predicted total, max)",2020-04-10T04:00:00Z,25822
Alabama,,"Confirmed (predicted total, max)",2020-04-11T04:00:00Z,22090
Alabama,,"Confirmed (predicted total, max)",2020-04-12T04:00:00Z,18035
Alabama,,"Confirmed (predicted total, max)",2020-04-13T04:00:00Z,24489
Alabama,,"Confirmed (predicted total, max)",2020-04-14T04:00:00Z,21511
Alabama,,"Confirmed (predicted total, max)",2020-04-15T04:00:00Z,14683
Alabama,,"Confirmed (predicted total, max)",2020-04-16T04:00:00Z,11552
Alabama,,"Confirmed (predicted total, max)",2020-04-17T04:00:00Z,10012
Alabama,,"Confirmed (predicted total, max)",2020-04-18T04:00:00Z,8412
Alabama,,"Confirmed (predicted total, max)",2020-04-19T04:00:00Z,8194
Alabama,,"Confirmed (predicted total, max)",2020-04-20T04:00:00Z,6873
Alabama,,Confirmed (predicted peak),2020-03-29T04:00:00Z,31
Alabama,,Confirmed (predicted peak),2020-03-30T04:00:00Z,117
Alabama,,Confirmed (predicted peak),2020-03-31T04:00:00Z,122
Alabama,,Confirmed (predicted peak),2020-04-01T04:00:00Z,116
Alabama,,Confirmed (predicted peak),2020-04-02T04:00:00Z,105
Alabama,,Confirmed (predicted peak),2020-04-03T04:00:00Z,104
Alabama,,Confirmed (predicted peak),2020-04-04T04:00:00Z,111
Alabama,,Confirmed (predicted peak),2020-04-05T04:00:00Z,118
Alabama,,Confirmed (predicted peak),2020-04-06T04:00:00Z,124
Alabama,,Confirmed (predicted peak),2020-04-07T04:00:00Z,132
Alabama,,Confirmed (predicted peak),2020-04-08T04:00:00Z,149
Alabama,,Confirmed (predicted peak),2020-04-09T04:00:00Z,177
Alabama,,Confirmed (predicted peak),2020-04-10T04:00:00Z,259
Alabama,,Confirmed (predicted peak),2020-04-11T04:00:00Z,260
Alabama,,Confirmed (predicted peak),2020-04-12T04:00:00Z,259
Alabama,,Confirmed (predicted peak),2020-04-13T04:00:00Z,348
Alabama,,Confirmed (predicted peak),2020-04-14T04:00:00Z,348
Alabama,,Confirmed (predicted peak),2020-04-15T04:00:00Z,296
Alabama,,Confirmed (predicted peak),2020-04-16T04:00:00Z,269
Alabama,,Confirmed (predicted peak),2020-04-17T04:00:00Z,253
Alabama,,Confirmed (predicted peak),2020-04-18T04:00:00Z,248
Alabama,,Confirmed (predicted peak),2020-04-19T04:00:00Z,246
Alabama,,Confirmed (predicted peak),2020-04-20T04:00:00Z,250
Alabama,,Confirmed (days to peak),2020-03-29T04:00:00Z,1.917
Alabama,,Confirmed (days to peak),2020-03-30T04:00:00Z,3.291
Alabama,,Confirmed (days to peak),2020-03-31T04:00:00Z,2.827
Alabama,,Confirmed (days to peak),2020-04-01T04:00:00Z,1.518
Alabama,,Confirmed (days to peak),2020-04-02T04:00:00Z,-0.454776
Alabama,,Confirmed (days to peak),2020-04-03T04:00:00Z,-2.009364
Alabama,,Confirmed (days to peak),2020-04-04T04:00:00Z,-2.194172
Alabama,,Confirmed (days to peak),2020-04-05T04:00:00Z,-2.075277
Alabama,,Confirmed (days to peak),2020-04-06T04:00:00Z,-1.974218
Alabama,,Confirmed (days to peak),2020-04-07T04:00:00Z,-1.548637
Alabama,,Confirmed (days to peak),2020-04-08T04:00:00Z,0.182
Alabama,,Confirmed (days to peak),2020-04-09T04:00:00Z,2.654
Alabama,,Confirmed (days to peak),2020-04-10T04:00:00Z,7.960
Alabama,,Confirmed (days to peak),2020-04-11T04:00:00Z,7.064
Alabama,,Confirmed (days to peak),2020-04-12T04:00:00Z,5.814
Alabama,,Confirmed (days to peak),2020-04-13T04:00:00Z,9.797
Alabama,,Confirmed (days to peak),2020-04-14T04:00:00Z,9.007
Alabama,,Confirmed (days to peak),2020-04-15T04:00:00Z,5.209
Alabama,,Confirmed (days to peak),2020-04-16T04:00:00Z,2.140
Alabama,,Confirmed (days to peak),2020-04-17T04:00:00Z,-0.424208
Alabama,,Confirmed (days to peak),2020-04-18T04:00:00Z,-2.493444
Alabama,,Confirmed (days to peak),2020-04-19T04:00:00Z,-3.855770
Alabama,,Confirmed (days to peak),2020-04-20T04:00:00Z,-5.712499
Alabama,,Deaths,2020-03-20T04:00:00Z,0
Alabama,,Deaths,2020-03-21T04:00:00Z,0
Alabama,,Deaths,2020-03-22T04:00:00Z,0
Alabama,,Deaths,2020-03-23T04:00:00Z,0
Alabama,,Deaths,2020-03-24T04:00:00Z,0
Alabama,,Deaths,2020-03-25T04:00:00Z,1
Alabama,,Deaths,2020-03-26T04:00:00Z,1
Alabama,,Deaths,2020-03-27T04:00:00Z,4
Alabama,,Deaths,2020-03-28T04:00:00Z,4
Alabama,,Deaths,2020-03-29T04:00:00Z,10
Alabama,,Deaths,2020-03-30T04:00:00Z,10
Alabama,,Deaths,2020-03-31T04:00:00Z,23
Alabama,,Deaths,2020-04-01T04:00:00Z,27
Alabama,,Deaths,2020-04-02T04:00:00Z,32
Alabama,,Deaths,2020-04-03T04:00:00Z,38
Alabama,,Deaths,2020-04-04T04:00:00Z,44
Alabama,,Deaths,2020-04-05T04:00:00Z,45
Alabama,,Deaths,2020-04-06T04:00:00Z,49
Alabama,,Deaths,2020-04-07T04:00:00Z,64
Alabama,,Deaths,2020-04-08T04:00:00Z,66
Alabama,,Deaths,2020-04-09T04:00:00Z,70
Alabama,,Deaths,2020-04-10T04:00:00Z,80
Alabama,,Deaths,2020-04-11T04:00:00Z,92
Alabama,,Deaths,2020-04-12T04:00:00Z,93
Alabama,,Deaths,2020-04-13T04:00:00Z,99
Alabama,,Deaths,2020-04-14T04:00:00Z,114
Alabama,,Deaths,2020-04-15T04:00:00Z,118
Alabama,,Deaths,2020-04-16T04:00:00Z,133
Alabama,,Deaths,2020-04-17T04:00:00Z,148
Alabama,,Deaths,2020-04-18T04:00:00Z,153
Alabama,,Deaths,2020-04-19T04:00:00Z,157
Alabama,,Deaths,2020-04-20T04:00:00Z,163
Alabama,,Deaths (per 100k),2020-03-20T04:00:00Z,0.000000
Alabama,,Deaths (per 100k),2020-03-21T04:00:00Z,0.000000
Alabama,,Deaths (per 100k),2020-03-22T04:00:00Z,0.000000
Alabama,,Deaths (per 100k),2020-03-23T04:00:00Z,0.000000
Alabama,,Deaths (per 100k),2020-03-24T04:00:00Z,0.000000
Alabama,,Deaths (per 100k),2020-03-25T04:00:00Z,0.020395
Alabama,,Deaths (per 100k),2020-03-26T04:00:00Z,0.020395
Alabama,,Deaths (per 100k),2020-03-27T04:00:00Z,0.081580
Alabama,,Deaths (per 100k),2020-03-28T04:00:00Z,0.081580
Alabama,,Deaths (per 100k),2020-03-29T04:00:00Z,0.204
Alabama,,Deaths (per 100k),2020-03-30T04:00:00Z,0.204
Alabama,,Deaths (per 100k),2020-03-31T04:00:00Z,0.469
Alabama,,Deaths (per 100k),2020-04-01T04:00:00Z,0.551
Alabama,,Deaths (per 100k),2020-04-02T04:00:00Z,0.653
Alabama,,Deaths (per 100k),2020-04-03T04:00:00Z,0.775
Alabama,,Deaths (per 100k),2020-04-04T04:00:00Z,0.897
Alabama,,Deaths (per 100k),2020-04-05T04:00:00Z,0.918
Alabama,,Deaths (per 100k),2020-04-06T04:00:00Z,0.999
Alabama,,Deaths (per 100k),2020-04-07T04:00:00Z,1.305
Alabama,,Deaths (per 100k),2020-04-08T04:00:00Z,1.346
Alabama,,Deaths (per 100k),2020-04-09T04:00:00Z,1.428
Alabama,,Deaths (per 100k),2020-04-10T04:00:00Z,1.632
Alabama,,Deaths (per 100k),2020-04-11T04:00:00Z,1.876
Alabama,,Deaths (per 100k),2020-04-12T04:00:00Z,1.897
Alabama,,Deaths (per 100k),2020-04-13T04:00:00Z,2.019
Alabama,,Deaths (per 100k),2020-04-14T04:00:00Z,2.325
Alabama,,Deaths (per 100k),2020-04-15T04:00:00Z,2.407
Alabama,,Deaths (per 100k),2020-04-16T04:00:00Z,2.713
Alabama,,Deaths (per 100k),2020-04-17T04:00:00Z,3.018
Alabama,,Deaths (per 100k),2020-04-18T04:00:00Z,3.120
Alabama,,Deaths (per 100k),2020-04-19T04:00:00Z,3.202
Alabama,,Deaths (per 100k),2020-04-20T04:00:00Z,3.324
Alabama,,Deaths (growth),2020-03-28T04:00:00Z,0.667
Alabama,,Deaths (growth),2020-03-29T04:00:00Z,0.400
Alabama,,Deaths (growth),2020-03-30T04:00:00Z,0.500
Alabama,,Deaths (growth),2020-03-31T04:00:00Z,0.333
Alabama,,Deaths (growth),2020-04-01T04:00:00Z,0.434
Alabama,,Deaths (growth),2020-04-02T04:00:00Z,0.329
Alabama,,Deaths (growth),2020-04-03T04:00:00Z,0.282
Alabama,,Deaths (growth),2020-04-04T04:00:00Z,0.236
Alabama,,Deaths (growth),2020-04-05T04:00:00Z,0.217
Alabama,,Deaths (growth),2020-04-06T04:00:00Z,0.160
Alabama,,Deaths (growth),2020-04-07T04:00:00Z,0.151
Alabama,,Deaths (growth),2020-04-08T04:00:00Z,0.137
Alabama,,Deaths (growth),2020-04-09T04:00:00Z,0.115
Alabama,,Deaths (growth),2020-04-10T04:00:00Z,0.101
Alabama,,Deaths (growth),2020-04-11T04:00:00Z,0.100
Alabama,,Deaths (growth),2020-04-12T04:00:00Z,0.103
Alabama,,Deaths (growth),2020-04-13T04:00:00Z,0.093385
Alabama,,Deaths (growth),2020-04-14T04:00:00Z,0.088652
Alabama,,Deaths (growth),2020-04-15T04:00:00Z,0.081433
Alabama,,Deaths (growth),2020-04-16T04:00:00Z,0.078078
Alabama,,Deaths (growth),2020-04-17T04:00:00Z,0.086420
Alabama,,Deaths (growth),2020-04-18T04:00:00Z,0.085320
Alabama,,Deaths (growth),2020-04-19T04:00:00Z,0.071096
Alabama,,Deaths (growth),2020-04-20T04:00:00Z,0.069414
Alabama,,Deaths (predicted total),2020-04-04T04:00:00Z,34
Alabama,,Deaths (predicted total),2020-04-05T04:00:00Z,39
Alabama,,Deaths (predicted total),2020-04-06T04:00:00Z,48
Alabama,,Deaths (predicted total),2020-04-07T04:00:00Z,50
Alabama,,Deaths (predicted total),2020-04-08T04:00:00Z,58
Alabama,,Deaths (predicted total),2020-04-09T04:00:00Z,59
Alabama,,Deaths (predicted total),2020-04-10T04:00:00Z,69
Alabama,,Deaths (predicted total),2020-04-11T04:00:00Z,78
Alabama,,Deaths (predicted total),2020-04-12T04:00:00Z,91
Alabama,,Deaths (predicted total),2020-04-13T04:00:00Z,107
Alabama,,Deaths (predicted total),2020-04-14T04:00:00Z,135
Alabama,,Deaths (predicted total),2020-04-15T04:00:00Z,150
Alabama,,Deaths (predicted total),2020-04-16T04:00:00Z,176
Alabama,,Deaths (predicted total),2020-04-17T04:00:00Z,243
Alabama,,Deaths (predicted total),2020-04-18T04:00:00Z,331
Alabama,,Deaths (predicted total),2020-04-19T04:00:00Z,304
Alabama,,Deaths (predicted total),2020-04-20T04:00:00Z,304
Alabama,,"Deaths (predicted total, min)",2020-04-04T04:00:00Z,19
Alabama,,"Deaths (predicted total, min)",2020-04-05T04:00:00Z,24
Alabama,,"Deaths (predicted total, min)",2020-04-06T04:00:00Z,33
Alabama,,"Deaths (predicted total, min)",2020-04-07T04:00:00Z,36
Alabama,,"Deaths (predicted total, min)",2020-04-08T04:00:00Z,43
Alabama,,"Deaths (predicted total, min)",2020-04-09T04:00:00Z,45
Alabama,,"Deaths (predicted total, min)",2020-04-10T04:00:00Z,55
Alabama,,"Deaths (predicted total, min)",2020-04-11T04:00:00Z,61
Alabama,,"Deaths (predicted total, min)",2020-04-12T04:00:00Z,67
Alabama,,"Deaths (predicted total, min)",2020-04-13T04:00:00Z,73
Alabama,,"Deaths (predicted total, min)",2020-04-14T04:00:00Z,99
Alabama,,"Deaths (predicted total, min)",2020-04-15T04:00:00Z,107
Alabama,,"Deaths (predicted total, min)",2020-04-16T04:00:00Z,127
Alabama,,"Deaths (predicted total, min)",2020-04-17T04:00:00Z,168
Alabama,,"Deaths (predicted total, min)",2020-04-18T04:00:00Z,203
Alabama,,"Deaths (predicted total, min)",2020-04-19T04:00:00Z,195
Alabama,,"Deaths (predicted total, min)",2020-04-20T04:00:00Z,198
Alabama,,"Deaths (predicted total, max)",2020-04-04T04:00:00Z,182
Alabama,,"Deaths (predicted total, max)",2020-04-05T04:00:00Z,116
Alabama,,"Deaths (predicted total, max)",2020-04-06T04:00:00Z,82
Alabama,,"Deaths (predicted total, max)",2020-04-07T04:00:00Z,81
Alabama,,"Deaths (predicted total, max)",2020-04-08T04:00:00Z,90
Alabama,,"Deaths (predicted total, max)",2020-04-09T04:00:00Z,89
Alabama,,"Deaths (predicted total, max)",2020-04-10T04:00:00Z,90
Alabama,,"Deaths (predicted total, max)",2020-04-11T04:00:00Z,107
Alabama,,"Deaths (predicted total, max)",2020-04-12T04:00:00Z,143
Alabama,,"Deaths (predicted total, max)",2020-04-13T04:00:00Z,194
Alabama,,"Deaths (predicted total, max)",2020-04-14T04:00:00Z,211
Alabama,,"Deaths (predicted total, max)",2020-04-15T04:00:00Z,250
Alabama,,"Deaths (predicted total, max)",2020-04-16T04:00:00Z,285
Alabama,,"Deaths (predicted total, max)",2020-04-17T04:00:00Z,436
Alabama,,"Deaths (predicted total, max)",2020-04-18T04:00:00Z,906
Alabama,,"Deaths (predicted total, max)",2020-04-19T04:00:00Z,682
Alabama,,"Deaths (predicted total, max)",2020-04-20T04:00:00Z,648
Alabama,,Deaths (predicted peak),2020-04-04T04:00:00Z,4
Alabama,,Deaths (predicted peak),2020-04-05T04:00:00Z,5
Alabama,,Deaths (predicted peak),2020-04-06T04:00:00Z,5
Alabama,,Deaths (predicted peak),2020-04-07T04:00:00Z,5
Alabama,,Deaths (predicted peak),2020-04-08T04:00:00Z,5
Alabama,,Deaths (predicted peak),2020-04-09T04:00:00Z,6
Alabama,,Deaths (predicted peak),2020-04-10T04:00:00Z,6
Alabama,,Deaths (predicted peak),2020-04-11T04:00:00Z,6
Alabama,,Deaths (predicted peak),2020-04-12T04:00:00Z,6
Alabama,,Deaths (predicted peak),2020-04-13T04:00:00Z,6
Alabama,,Deaths (predicted peak),2020-04-14T04:00:00Z,6
Alabama,,Deaths (predicted peak),2020-04-15T04:00:00Z,6
Alabama,,Deaths (predicted peak),2020-04-16T04:00:00Z,7
Alabama,,Deaths (predicted peak),2020-04-17T04:00:00Z,8
Alabama,,Deaths (predicted peak),2020-04-18T04:00:00Z,10
Alabama,,Deaths (predicted peak),2020-04-19T04:00:00Z,9
Alabama,,Deaths (predicted peak),2020-04-20T04:00:00Z,9
Alabama,,Deaths (days to peak),2020-04-04T04:00:00Z,-0.705876
Alabama,,Deaths (days to peak),2020-04-05T04:00:00Z,-1.288735
Alabama,,Deaths (days to peak),2020-04-06T04:00:00Z,-1.398154
Alabama,,Deaths (days to peak),2020-04-07T04:00:00Z,-2.266246
Alabama,,Deaths (days to peak),2020-04-08T04:00:00Z,-2.481261
Alabama,,Deaths (days to peak),2020-04-09T04:00:00Z,-3.446460
Alabama,,Deaths (days to peak),2020-04-10T04:00:00Z,-3.506604
Alabama,,Deaths (days to peak),2020-04-11T04:00:00Z,-3.693643
Alabama,,Deaths (days to peak),2020-04-12T04:00:00Z,-3.532647
Alabama,,Deaths (days to peak),2020-04-13T04:00:00Z,-3.243208
Alabama,,Deaths (days to peak),2020-04-14T04:00:00Z,-1.987878
Alabama,,Deaths (days to peak),2020-04-15T04:00:00Z,-1.815592
Alabama,,Deaths (days to peak),2020-04-16T04:00:00Z,-1.002689
Alabama,,Deaths (days to peak),2020-04-17T04:00:00Z,2.146
Alabama,,Deaths (days to peak),2020-04-18T04:00:00Z,5.391
Alabama,,Deaths (days to peak),2020-04-19T04:00:00Z,3.183
Alabama,,Deaths (days to peak),2020-04-20T04:00:00Z,2.191
Alabama,,Active,2020-04-07T04:00:00Z,0
Alabama,,Active,2020-04-08T04:00:00Z,0
